,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
5964,265.9,101.5,649.8,1194.4,1270.2,1173.4,1058.8,703.7,704.6,530.0,973.6,1099.5,1179.2,4.3,418.5,370.5,935.3,898.1,832.7,787.4,552.4,421.5
5965,271.2,102.1,651.0,1191.8,1264.9,1185.0,1088.4,764.5,764.9,530.0,990.4,1095.0,1208.9,4.4,402.4,359.2,941.0,901.3,827.2,774.2,555.1,432.0
5966,270.2,102.4,649.5,1166.4,1239.9,1158.6,1084.2,766.7,766.5,530.0,1003.0,1090.4,1221.6,4.5,394.0,355.7,957.5,910.2,828.9,775.8,553.5,423.1
5967,270.6,102.3,650.7,1187.1,1287.3,1212.5,1098.9,736.5,744.6,530.0,997.7,1107.0,1283.6,4.4,386.5,339.3,939.1,897.8,810.5,737.4,498.9,396.8
5968,281.3,105.6,649.4,1129.2,1233.3,1165.1,1098.7,754.2,755.2,530.0,1014.8,1114.0,1261.2,4.6,388.8,356.9,963.2,915.7,817.5,743.9,503.6,395.2
5969,281.0,105.6,649.9,1170.2,1250.4,1144.1,1089.1,857.7,859.0,530.0,985.6,1127.1,1236.5,4.6,397.3,366.9,955.0,912.4,823.9,779.9,603.1,472.0
5970,281.2,105.5,649.0,1186.3,1273.2,1169.3,1096.0,842.7,842.1,530.0,986.3,1155.6,1209.2,4.6,394.8,364.7,948.9,913.5,823.3,772.0,599.9,471.3
5971,278.5,104.8,650.4,1194.6,1296.7,1171.1,1095.3,755.2,755.0,530.0,984.3,1150.8,1169.6,4.6,396.1,361.7,935.7,911.5,828.6,778.9,556.0,419.0
5972,276.1,104.4,650.1,1199.3,1320.2,1177.9,1092.1,703.4,704.0,530.0,1019.1,1146.6,1177.2,4.5,405.5,375.0,925.9,904.7,833.4,783.6,542.1,397.0
5973,277.0,104.0,650.1,1200.0,1323.1,1158.9,1072.3,805.3,805.2,530.0,1020.7,1151.2,1148.1,4.6,413.0,383.9,930.7,906.9,838.0,800.5,632.1,488.8
5974,264.7,101.0,650.0,1197.8,1329.7,1213.7,1095.9,715.0,714.8,530.0,996.7,1085.4,1170.6,4.6,403.3,372.9,930.2,909.2,830.6,764.0,526.0,391.0
5975,265.5,101.5,649.7,1180.9,1318.2,1189.0,1088.7,727.4,727.1,530.0,1009.7,1078.4,1149.8,4.3,378.6,320.0,936.9,910.0,832.9,774.7,544.2,404.3
5976,264.8,101.2,649.7,1150.9,1317.9,1183.5,1090.1,670.9,670.9,530.0,1000.5,1018.9,1162.0,4.2,386.4,323.6,922.7,912.2,837.7,771.2,506.5,369.6
5977,269.6,102.1,650.2,1154.1,1313.6,1197.7,1100.0,740.7,741.9,530.0,1019.2,1001.5,1213.4,4.2,383.0,323.2,938.8,917.0,834.5,773.7,551.3,415.7
5978,264.8,101.0,650.0,1197.1,1317.9,1197.4,1098.1,810.9,809.6,530.0,1011.7,999.1,1153.4,4.1,345.3,270.0,935.1,914.5,833.1,773.0,581.0,445.2
5979,250.8,97.6,650.3,1200.1,1325.3,1191.8,1098.0,649.0,649.6,530.0,964.7,1002.9,1141.0,3.7,366.6,267.5,924.2,912.2,833.7,767.9,478.9,351.6
5980,250.5,97.8,650.3,1199.7,1314.9,1194.6,1098.8,696.4,697.0,530.0,989.2,1038.1,1175.0,3.7,377.4,283.6,936.2,917.0,837.1,782.9,525.6,396.0
5981,250.7,98.0,649.5,1198.3,1324.1,1233.2,1099.4,717.5,716.7,530.0,999.6,1005.7,1198.4,3.8,371.7,277.7,936.1,917.4,827.7,754.8,517.9,393.0
5982,255.4,99.5,650.8,1193.5,1309.9,1234.2,1100.6,772.2,772.8,530.0,1014.9,996.3,1218.0,4.1,361.1,293.6,946.4,916.2,826.1,754.2,549.1,425.5
5983,254.9,98.7,649.8,1198.2,1319.2,1155.7,1081.8,718.6,717.6,530.0,1013.5,996.8,1142.9,4.1,352.8,279.0,925.6,908.4,835.7,793.3,552.6,412.3
5984,255.6,98.9,648.6,1199.3,1330.6,1180.0,1087.6,657.2,657.6,530.0,1007.3,1120.5,1163.5,4.1,367.4,295.2,917.2,899.5,830.4,779.2,511.2,372.3
5985,259.4,99.6,651.5,1201.5,1299.5,1159.9,1092.0,660.2,660.6,530.0,991.1,1065.1,1188.0,4.1,368.2,295.8,937.4,906.7,830.4,780.9,509.9,377.9
5986,263.4,100.9,638.6,1193.0,1317.1,1185.1,1090.0,726.6,726.8,530.0,1000.6,1080.5,1216.5,4.1,364.2,296.1,925.1,897.4,823.7,780.2,551.3,421.1
5987,266.2,101.2,649.6,1198.5,1308.3,1231.4,1100.1,827.4,827.6,530.0,1000.8,1063.2,1214.1,4.3,369.0,309.3,933.1,897.6,815.4,760.1,588.1,468.7
5988,267.2,100.9,650.4,1179.3,1264.5,1157.2,1066.8,826.0,826.2,530.0,994.7,1069.1,1192.3,4.4,364.5,308.6,951.6,906.5,826.1,780.7,603.9,472.9
5989,267.0,100.8,650.3,1198.4,1288.4,1190.7,1086.6,793.7,793.2,530.0,1005.5,1068.5,1187.7,4.4,360.5,306.1,938.0,896.9,819.6,777.6,577.9,449.0
5990,267.0,101.0,651.0,1198.2,1287.4,1140.6,1059.8,715.8,716.1,530.0,1005.5,1089.9,1146.3,4.2,359.2,293.8,926.9,899.2,826.1,791.0,562.2,419.6
5991,266.9,100.7,650.5,1199.5,1298.9,1105.8,1054.9,648.6,649.8,530.0,991.7,1098.3,1136.1,4.0,390.3,314.6,922.8,897.0,829.5,795.9,532.4,389.5
5992,267.9,101.9,649.5,1186.0,1290.2,1134.2,1072.7,703.5,701.4,530.0,991.7,1108.8,1163.9,4.0,400.1,327.2,940.6,899.3,823.0,787.6,564.1,427.2
5993,271.1,102.2,693.1,1190.6,1301.8,1194.9,1098.6,809.9,812.4,530.0,1012.8,1115.9,1248.3,4.1,397.5,329.9,932.7,898.6,814.5,765.7,585.5,468.6
5994,271.1,102.9,693.4,1196.5,1305.6,1217.6,1097.4,800.0,799.3,530.0,999.0,1074.2,1237.3,4.2,375.0,313.0,937.0,900.0,812.8,748.6,553.9,439.1
5995,272.5,103.1,689.9,1185.4,1287.0,1179.7,1093.2,754.9,755.0,530.0,999.5,1058.6,1224.6,4.3,362.0,302.8,945.0,909.9,823.8,767.2,546.6,416.6
5996,270.9,103.0,689.9,1196.6,1314.8,1210.8,1100.2,702.0,701.5,530.0,968.9,1144.9,1203.3,4.3,398.5,350.3,933.2,902.9,821.8,758.6,510.7,383.8
5997,271.1,102.6,689.3,1187.5,1277.4,1160.3,1077.8,802.0,803.5,530.0,1009.0,1146.5,1217.1,4.5,397.8,363.4,957.3,916.3,835.6,786.8,594.8,454.7
5998,270.9,103.1,696.7,1199.0,1313.0,1182.7,1094.9,738.2,736.9,530.0,981.6,1120.6,1149.0,4.3,379.2,322.6,928.8,906.7,834.5,784.4,548.3,417.3
5999,262.3,100.5,697.8,1197.4,1315.2,1178.3,1094.9,700.5,699.9,530.0,990.4,1107.3,1161.2,4.1,392.1,321.6,933.6,907.3,831.8,783.5,539.1,399.0
6000,260.9,100.3,696.0,1197.5,1304.0,1175.0,1095.8,700.2,699.9,530.0,981.8,1120.0,1151.9,4.1,380.0,307.4,937.7,911.4,829.8,774.1,524.6,395.8
6001,260.8,100.1,687.0,1195.7,1309.5,1212.3,1098.2,700.1,700.8,530.0,992.6,1110.1,1192.7,4.1,372.0,305.1,937.6,909.6,825.3,758.7,514.1,391.3
6002,260.9,100.6,690.9,1197.0,1323.4,1216.2,1100.2,703.8,705.1,530.0,994.1,1093.2,1177.6,4.3,360.2,299.4,936.2,916.1,828.5,748.8,508.2,378.6
6003,234.9,93.6,657.9,1123.6,1323.4,1197.2,1092.8,673.5,672.6,530.0,939.9,1038.2,1066.2,3.6,342.4,235.2,890.5,887.0,828.4,761.3,500.5,372.0
6004,234.1,93.7,638.1,1051.7,1245.4,1130.3,1080.2,612.5,612.5,530.0,981.2,1013.2,1131.1,3.6,356.5,254.5,942.6,931.2,845.7,786.0,470.7,345.1
6005,243.5,96.4,650.1,1135.4,1339.1,1224.5,1099.5,700.9,701.2,530.0,994.8,1054.2,1252.8,3.8,368.0,278.0,916.4,908.1,840.7,756.0,498.6,375.4
6006,244.7,96.7,649.7,1149.2,1338.7,1193.8,1098.3,707.1,707.1,530.0,977.2,1033.5,1166.5,3.9,353.2,269.7,912.3,907.7,847.3,777.0,524.8,391.6
6007,249.1,97.5,649.2,1148.8,1319.8,1191.3,1097.3,699.8,700.9,530.0,972.3,1041.9,1161.0,3.9,357.6,275.5,912.7,907.9,843.2,768.1,504.3,383.2
6008,250.9,97.9,650.1,1195.5,1334.0,1179.2,1083.3,699.9,700.1,530.0,962.8,1076.0,1153.1,4.0,372.9,294.8,912.5,899.3,841.6,779.9,531.7,402.3
6009,251.5,97.4,648.2,1199.9,1305.0,1188.3,1094.0,700.0,700.2,530.0,938.9,1105.7,1160.4,4.1,374.0,301.5,923.5,904.0,841.6,775.4,512.2,382.7
6010,258.2,99.4,651.6,1200.0,1295.8,1191.4,1096.8,722.9,722.3,530.0,975.4,1125.3,1178.3,4.2,384.7,323.0,931.4,902.9,836.0,768.2,521.8,397.9
6011,261.5,99.8,650.9,1200.6,1306.0,1198.4,1091.5,726.7,726.6,530.0,996.9,1131.2,1159.4,4.3,389.5,331.4,920.4,897.5,836.2,772.0,536.6,403.9
6012,261.7,100.2,649.5,1200.4,1290.5,1174.5,1060.6,711.5,710.6,530.0,989.9,1145.4,1143.0,4.2,410.4,351.5,922.1,892.0,842.3,785.3,554.8,413.3
6013,263.0,100.4,649.2,1200.0,1293.9,1228.4,1098.1,706.8,705.7,530.0,999.8,1146.9,1203.9,4.3,408.4,357.5,926.7,887.7,829.5,754.8,501.0,388.7
6014,265.3,101.5,649.1,1182.6,1259.7,1185.9,1086.2,702.7,704.3,530.0,991.9,1159.5,1229.6,4.4,399.9,361.9,941.0,901.9,834.6,756.1,487.8,371.2
6015,265.2,101.2,651.0,1198.5,1311.1,1179.9,1052.4,701.8,701.1,530.0,997.9,1135.6,1171.1,4.5,379.4,339.1,915.0,888.8,835.2,788.6,566.3,422.1
6016,267.7,102.0,649.6,1197.8,1296.7,1244.4,1098.5,701.8,700.8,530.0,1004.9,1137.2,1289.3,4.5,379.1,338.9,929.4,890.5,824.9,745.6,503.0,387.8
6017,274.9,103.8,650.3,1191.5,1262.2,1192.7,1080.4,777.5,777.1,530.0,1014.4,1146.9,1240.4,4.5,379.2,339.2,946.9,904.9,836.6,762.7,545.6,418.9
6018,275.0,103.9,650.2,1198.2,1298.8,1214.6,1088.8,804.6,803.7,530.0,1023.5,1137.7,1192.4,4.5,378.4,340.2,930.9,901.7,837.2,773.8,580.5,450.4
6019,275.3,103.7,650.2,1199.7,1305.1,1227.3,1093.4,843.4,844.1,530.0,1022.7,1100.1,1201.7,4.5,377.4,334.9,931.1,903.7,840.4,778.0,605.2,477.0
6020,275.0,104.1,650.1,1199.5,1307.2,1230.2,1095.0,721.6,723.1,530.0,1005.6,1123.0,1201.4,4.4,378.5,331.2,924.5,903.6,842.2,763.1,518.9,392.6
6021,271.5,103.1,649.7,1200.4,1308.7,1238.1,1100.0,721.2,720.0,530.0,992.7,1131.7,1221.6,4.4,382.3,333.9,929.9,906.6,838.6,752.6,501.2,388.1
6022,271.1,103.2,649.5,1193.5,1296.9,1226.2,1099.4,763.6,762.9,530.0,1000.0,1095.8,1218.1,4.4,374.4,326.6,942.0,911.0,838.6,755.9,532.0,415.9
6023,270.8,102.7,649.0,1197.3,1290.2,1217.4,1100.0,756.7,757.2,530.0,1009.1,1028.2,1204.6,4.4,351.4,299.7,935.2,910.7,840.1,757.2,522.8,405.4
6024,270.8,103.1,650.4,1200.1,1295.2,1198.8,1099.5,730.8,731.3,530.0,1019.8,1015.8,1188.7,4.4,345.3,293.4,928.0,910.3,844.1,772.4,521.8,400.5
6025,270.6,102.9,650.4,1199.7,1303.8,1191.8,1091.6,756.7,756.1,530.0,1014.8,1026.2,1172.8,4.4,343.4,288.7,925.5,909.5,844.9,778.1,549.1,420.2
6026,270.2,102.9,650.1,1200.6,1314.6,1208.1,1099.9,700.3,700.6,530.0,1000.5,1062.6,1216.3,4.4,353.4,301.8,924.3,908.9,841.7,756.6,496.5,378.6
6027,270.9,102.7,649.6,1198.8,1336.5,1216.9,1092.4,743.3,742.8,530.0,1019.3,1078.1,1257.9,4.5,366.2,322.7,923.5,904.7,838.0,764.2,540.1,413.3
6028,270.7,102.8,650.5,1197.8,1311.5,1192.1,1094.2,726.6,727.5,530.0,999.4,1088.3,1166.6,4.5,359.6,316.1,936.6,914.9,843.0,768.1,529.3,400.3
6031,211.9,88.7,633.4,1156.1,1293.1,1242.2,1064.3,730.8,730.0,530.0,1033.5,1087.8,1453.2,3.7,365.1,270.7,879.8,855.9,790.0,677.7,447.4,358.9
6032,188.4,79.4,599.8,1046.7,1271.0,1174.0,934.3,629.8,624.3,530.0,900.3,1024.1,1556.3,2.4,341.0,164.9,718.5,700.0,628.1,503.3,301.0,262.5
6033,253.2,98.1,667.8,1178.3,1365.5,1301.2,1070.7,722.8,700.8,530.0,998.2,1066.5,1442.8,3.8,339.6,246.7,886.6,876.7,799.0,668.5,443.6,355.1
6034,270.5,103.0,678.8,1198.0,1291.7,1193.6,1097.4,749.9,732.6,530.0,991.1,1117.9,1230.9,4.3,343.3,284.2,937.2,901.7,829.1,756.1,521.7,397.4
6035,265.3,101.6,680.6,1197.4,1291.7,1146.6,1063.5,737.6,699.4,530.0,977.6,1152.8,1140.3,4.3,369.8,310.0,929.6,901.3,835.4,789.1,558.4,401.6
6036,256.6,98.5,681.7,1188.5,1272.3,1169.4,1078.0,751.1,702.1,530.0,978.5,1140.8,1204.7,4.1,385.6,316.0,942.6,902.9,833.8,781.0,544.4,394.3
6037,236.2,93.1,652.0,1135.0,1252.3,1106.3,1050.6,802.8,767.8,530.0,957.2,1122.1,1177.5,3.9,392.1,313.7,949.0,909.4,837.4,788.3,586.8,431.9
6038,243.1,95.5,651.5,1187.2,1274.2,1126.4,1054.9,677.3,663.0,530.0,988.3,1109.0,1189.2,4.0,378.4,302.3,930.1,902.6,836.6,786.6,529.8,391.9
6040,276.0,104.4,650.8,1193.7,1301.7,1239.1,1100.5,796.5,796.9,530.0,1031.7,1096.5,1419.7,4.6,357.7,321.0,939.1,893.9,816.7,722.5,513.9,409.5
6041,280.8,105.6,649.8,1186.2,1286.9,1189.4,1095.2,927.0,926.9,530.0,1024.7,1116.5,1287.6,4.7,353.8,318.6,944.0,901.2,828.4,768.8,635.6,516.4
6042,280.7,105.4,649.6,1197.8,1307.1,1200.7,1099.4,781.0,779.6,530.0,1017.4,1091.8,1293.1,4.7,370.3,341.2,934.1,901.7,829.8,751.9,534.1,411.8
6043,281.1,105.7,648.8,1195.3,1307.5,1221.6,1100.2,841.3,842.6,530.0,1045.4,1101.3,1333.3,4.7,370.0,342.1,939.8,905.9,830.1,751.5,575.7,451.8
6044,280.7,105.8,649.6,1199.1,1316.1,1245.6,1099.8,908.6,908.5,530.0,1051.5,1104.2,1323.4,4.7,362.1,330.8,936.0,906.7,829.3,743.4,605.8,486.5
6045,281.5,105.9,650.7,1195.8,1301.4,1240.7,1100.7,781.3,780.6,530.0,1045.2,1097.1,1336.0,4.7,361.3,328.8,942.1,911.5,836.1,742.6,522.2,403.3
6046,281.5,105.9,650.2,1194.9,1299.1,1228.6,1079.7,803.0,802.8,530.0,1027.3,1052.8,1309.8,4.7,361.8,330.0,938.3,911.1,838.2,740.3,542.8,426.6
6047,281.0,105.9,649.0,1198.9,1307.6,1240.6,1095.2,741.1,740.9,530.0,1010.9,1059.1,1357.5,4.7,366.2,335.5,934.9,909.9,838.4,743.6,503.1,390.9
6048,280.7,105.4,649.6,1198.4,1332.4,1240.7,1099.3,720.8,721.1,530.0,1034.3,1049.0,1342.6,4.7,355.7,319.3,930.7,907.6,834.9,737.8,495.3,379.3
6049,280.5,105.2,650.3,1197.1,1306.2,1167.2,1085.5,760.1,762.8,530.0,1026.4,1026.2,1237.2,4.7,360.8,328.0,936.0,915.0,848.9,781.0,560.2,422.1
6050,270.9,102.9,649.8,1200.7,1357.3,1187.1,1090.2,734.5,733.2,530.0,1006.4,1073.2,1198.0,4.7,362.1,326.8,905.7,901.4,845.8,792.9,567.9,431.8
6051,270.5,102.7,650.6,1197.8,1351.8,1202.9,1096.9,721.7,721.1,530.0,1003.5,1090.4,1218.0,4.7,366.9,333.3,917.7,904.0,846.1,786.4,557.8,417.1
6052,272.8,104.1,650.1,1199.1,1336.3,1221.2,1099.7,729.9,730.8,530.0,997.3,1075.0,1247.8,4.7,370.4,337.0,929.8,909.5,845.9,770.2,539.1,411.2
6053,277.9,105.5,648.7,1198.1,1334.8,1214.5,1099.8,756.1,756.4,530.0,993.5,1089.7,1269.0,4.7,377.1,345.9,928.7,910.9,847.8,775.0,552.4,414.0
6054,281.0,106.3,650.1,1200.2,1339.3,1234.0,1099.5,822.5,823.8,530.0,1002.7,1072.5,1356.2,4.7,367.5,334.0,930.0,909.3,840.8,759.6,578.7,454.0
6055,282.1,106.3,650.4,1198.4,1336.8,1241.1,1099.3,832.9,832.4,530.0,1026.9,1038.7,1395.6,4.7,360.2,323.8,930.4,904.5,831.3,745.0,566.5,444.7
6056,285.2,107.8,650.4,1179.7,1312.3,1207.9,1093.3,860.8,862.2,530.0,1034.6,1054.6,1352.7,4.7,373.3,344.7,952.9,908.0,831.1,749.1,582.2,456.5
6057,270.7,102.6,652.3,1200.4,1302.2,1199.1,1080.8,839.4,826.6,530.0,982.4,1051.1,1135.4,4.4,354.1,300.1,871.5,854.2,829.3,778.6,623.6,483.1
6058,253.1,98.5,649.9,1199.7,1398.2,1219.3,1085.5,748.1,698.5,530.0,925.6,1066.6,1079.3,3.5,391.3,281.3,850.0,869.8,827.1,767.0,543.2,401.0
6059,259.4,100.0,651.8,1190.5,1281.1,1182.0,1079.4,842.7,827.0,530.0,1021.5,1029.7,1236.2,3.9,391.0,312.7,928.5,882.6,830.4,783.9,624.0,480.4
6060,267.8,102.4,651.3,1199.6,1310.2,1155.2,1069.0,782.9,741.0,530.0,1029.7,1076.5,1180.0,4.3,363.6,307.5,898.4,872.9,833.9,785.9,580.0,416.4
6061,269.0,102.5,618.3,1147.4,1322.4,1219.4,1091.4,815.4,785.3,530.0,1036.1,1078.3,1184.6,4.4,369.0,318.6,864.8,842.6,813.3,758.4,582.7,446.3
