,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
1531,282.6,98.9,599.3,1051.3,1318.9,1206.7,1083.2,676.8,663.2,103.4,1002.4,1168.5,1079.5,5.0,368.1,352.6,876.8,911.0,864.6,788.4,516.2,373.8
1532,267.1,95.7,579.4,1049.7,1339.6,1174.4,1035.6,621.3,613.6,91.9,976.2,1189.5,1052.9,4.6,404.9,383.1,845.9,903.3,872.9,819.0,542.0,390.7
1533,274.0,97.5,596.9,1049.5,1350.8,1237.0,1094.8,625.2,613.9,87.3,1002.5,1166.3,1185.9,5.0,411.5,413.9,854.9,898.2,860.6,786.2,494.5,357.8
1534,279.8,98.4,600.5,1050.5,1360.2,1281.8,1097.2,629.0,612.2,114.0,998.3,1183.0,1184.8,5.0,394.7,392.9,865.9,897.6,849.9,753.4,466.2,342.5
1535,279.0,98.4,600.7,1051.0,1364.3,1314.0,1100.5,617.2,608.7,99.0,1019.4,1172.2,1300.9,5.0,407.2,408.3,868.6,900.5,843.3,715.0,416.8,307.8
1536,270.9,96.9,599.4,1049.9,1360.4,1295.7,1100.2,612.5,607.8,104.1,1038.0,1158.9,1321.5,5.0,445.2,459.1,863.7,900.9,849.8,739.8,439.8,321.8
1537,271.1,96.9,600.3,1063.3,1359.7,1275.9,1088.9,680.3,631.6,112.0,1051.5,1154.3,1330.1,5.0,445.7,461.0,865.8,896.5,845.8,751.6,490.9,351.1
1538,271.1,96.8,599.5,1099.6,1349.5,1249.3,1050.0,749.8,650.0,110.6,1039.9,1140.5,1309.1,5.0,428.9,437.4,881.6,891.9,814.1,714.8,508.3,355.6
1539,274.4,97.8,600.4,1102.5,1349.2,1250.3,1050.3,749.8,649.6,105.2,1037.3,1136.6,1310.4,5.0,435.2,447.4,881.3,892.2,829.8,730.7,517.9,354.7
1540,275.0,98.2,600.2,1099.5,1345.8,1249.9,1050.0,750.1,650.1,109.0,1041.8,1140.7,1312.4,5.0,412.3,415.1,889.2,896.1,827.4,732.0,521.0,359.1
1541,269.0,96.7,600.8,1099.3,1350.8,1248.6,1051.0,750.0,649.7,111.6,1035.1,1155.1,1298.1,5.0,388.6,386.1,878.9,885.8,822.7,726.2,515.6,359.3
1542,271.0,96.8,599.5,1099.6,1349.7,1250.4,1050.8,750.8,650.3,98.6,1027.0,1174.6,1291.5,5.0,378.2,369.0,869.1,868.1,799.6,706.1,506.3,352.0
1543,273.1,96.8,599.9,1098.7,1349.9,1250.2,1049.9,750.1,650.0,89.8,1040.5,1169.2,1279.3,5.0,373.2,362.7,876.0,873.5,792.2,695.2,493.4,342.7
1544,275.2,96.9,600.3,1098.2,1345.1,1250.1,1050.3,749.0,650.4,89.9,1035.5,1166.5,1255.7,5.0,373.5,362.5,887.9,883.4,799.2,694.5,485.0,336.2
1547,165.8,69.4,592.2,894.7,818.4,816.5,806.9,644.7,619.9,62.0,678.3,872.9,948.0,1.3,336.9,100.8,514.4,472.6,474.3,494.3,390.1,301.8
1548,215.9,82.0,594.8,1007.8,1133.7,1075.8,965.7,648.8,635.0,87.1,923.3,974.3,1205.3,3.6,373.9,274.9,809.1,788.1,729.0,680.0,475.9,354.9
1549,248.2,91.0,694.3,1068.6,1250.4,1200.1,1000.3,700.3,699.2,86.7,1022.8,1065.5,1301.0,4.9,352.2,326.5,806.0,795.2,746.0,651.1,463.6,364.8
1550,260.7,94.0,699.0,1135.8,1212.7,1199.1,1035.4,736.1,736.8,86.6,994.6,1111.1,1140.0,5.0,331.9,304.3,843.3,806.5,755.8,669.1,479.1,388.4
1551,261.3,94.0,608.7,1099.2,1329.4,1206.6,1045.5,746.6,732.9,82.0,947.9,1159.2,1119.1,5.0,385.8,379.9,877.0,901.4,851.7,776.4,573.4,422.4
1552,264.6,95.0,650.4,1100.3,1342.3,1246.2,1049.4,719.2,663.3,90.2,970.6,1178.7,1183.2,5.0,396.7,395.3,880.0,895.8,831.7,721.8,487.9,350.5
1553,252.7,92.4,667.7,1126.6,1330.0,1265.8,1022.8,721.5,668.4,88.7,951.4,1165.6,1081.3,4.4,389.9,349.4,888.9,902.3,835.6,705.9,491.0,361.5
1554,243.3,90.1,649.0,1137.1,1333.8,1262.6,1049.9,715.1,660.0,78.1,991.2,1137.1,1162.0,4.9,424.8,427.0,903.9,917.2,849.6,731.4,503.5,356.3
1555,241.2,89.7,649.9,1100.5,1350.4,1266.6,1035.4,710.6,654.1,83.9,999.6,1169.4,1176.6,5.0,370.7,359.8,899.2,915.4,830.5,695.5,479.7,343.2
1556,241.1,89.7,650.5,1098.4,1333.1,1261.6,999.4,641.4,638.1,80.2,1008.9,1162.3,1075.6,5.0,369.3,357.0,900.0,919.8,853.2,702.6,445.5,324.1
1557,241.3,89.6,649.7,1100.6,1358.4,1282.3,999.9,602.4,600.1,76.8,996.0,1167.1,1150.3,5.0,376.5,365.9,880.8,913.9,849.2,693.6,417.2,304.8
1558,241.4,89.7,645.7,1100.1,1344.9,1278.5,999.3,600.0,600.1,77.1,986.0,1183.2,1133.3,5.0,376.3,367.8,887.0,915.6,851.2,700.1,428.2,310.9
1559,251.6,91.9,615.6,1098.8,1346.5,1290.5,1005.6,607.9,608.6,62.4,983.9,1179.4,1157.5,5.0,397.2,395.4,887.0,911.3,849.3,697.9,428.8,314.2
1560,261.0,94.1,609.4,1089.9,1358.4,1288.4,1050.6,717.9,722.8,66.7,984.5,1185.1,1166.0,5.0,423.5,432.1,873.4,904.2,845.6,719.0,497.1,378.0
1561,260.7,94.2,599.7,1051.3,1345.0,1273.7,1049.6,703.6,700.3,54.1,999.4,1173.7,1205.6,5.0,468.9,487.3,874.4,907.4,846.2,725.2,491.8,364.3
1562,262.0,94.6,599.3,1049.0,1356.0,1266.6,1049.9,709.1,702.3,69.0,1016.8,1159.2,1256.1,5.0,455.3,473.8,866.8,904.2,843.3,726.9,505.6,374.6
1563,268.0,96.2,634.1,1050.6,1360.7,1296.8,1050.3,700.6,700.0,64.7,1030.5,1165.7,1291.9,5.0,442.6,456.2,867.4,904.6,838.6,703.9,482.6,371.4
1564,271.4,96.6,620.7,1052.1,1361.3,1271.6,1049.5,702.2,702.1,60.3,1028.5,1163.8,1354.1,5.0,430.4,442.7,866.6,899.9,840.5,717.1,484.2,370.3
1565,274.8,97.2,601.0,1052.7,1360.4,1296.4,1030.6,700.0,699.9,108.9,1036.6,1157.7,1392.0,5.0,425.7,433.1,870.4,893.9,828.0,692.3,470.2,366.3
1566,279.6,98.4,599.7,1049.6,1321.9,1270.1,1050.7,672.7,714.2,108.9,1047.1,1174.8,1309.0,5.0,433.8,445.5,889.7,896.5,831.5,713.7,486.0,395.2
1567,272.6,96.5,600.3,1049.6,1278.9,1166.0,1043.4,682.1,721.0,74.1,1028.4,1181.7,1164.1,5.0,426.2,437.4,902.5,910.5,851.4,767.6,517.2,388.3
1568,268.1,95.8,600.0,1050.2,1304.9,1173.0,1033.8,701.4,670.8,57.6,999.9,1195.0,1122.3,4.7,405.5,387.7,863.7,897.6,850.5,787.0,555.8,384.6
1569,261.3,94.5,600.0,1049.4,1296.4,1199.4,964.6,628.4,627.0,82.6,992.6,1171.7,1135.4,4.3,452.9,410.2,895.2,907.1,849.4,726.7,474.7,341.6
1570,263.0,94.9,600.3,1050.1,1338.9,1228.5,970.8,739.1,679.1,64.5,1018.0,1164.9,1185.5,4.9,429.3,431.8,882.6,902.8,843.1,725.9,548.4,386.8
1571,270.7,96.4,599.4,1049.8,1356.3,1232.1,1078.3,664.9,651.6,84.2,1021.1,1176.7,1160.2,5.0,416.2,419.1,865.2,906.1,844.9,748.4,495.0,357.2
1572,270.6,96.1,599.9,1049.4,1353.1,1288.5,1000.4,630.9,618.1,56.9,1002.7,1182.8,1205.6,5.0,417.3,420.5,877.2,905.9,837.9,683.3,436.9,325.4
1573,274.2,97.0,600.4,1049.8,1386.8,1320.9,1000.4,647.4,641.0,72.5,1052.8,1155.0,1359.4,5.0,406.9,410.1,853.9,894.2,825.7,661.5,428.8,324.1
1574,274.9,97.2,632.3,1082.0,1384.9,1288.8,999.1,684.7,659.6,85.1,1048.6,1154.2,1358.0,5.0,405.8,405.3,874.6,901.7,809.6,653.8,442.1,341.7
1575,275.1,97.2,650.3,1100.5,1370.9,1248.5,999.8,757.4,714.8,73.8,1050.2,1148.4,1364.8,5.0,397.3,396.6,888.4,904.4,804.7,672.3,492.2,374.4
1576,274.8,97.3,635.5,1075.8,1386.6,1273.5,1024.0,749.8,699.8,80.7,1032.4,1146.4,1364.4,5.0,396.8,392.8,864.7,900.6,825.5,699.0,502.6,369.8
1577,275.1,97.4,620.0,1050.1,1377.3,1299.9,1061.4,756.0,710.9,62.9,1062.6,1149.1,1358.0,5.0,361.7,347.3,864.8,901.4,825.5,709.4,508.3,382.6
1578,275.0,97.5,620.0,1051.8,1369.4,1297.0,1100.3,751.6,704.5,67.6,1057.8,932.2,1361.7,5.0,353.2,332.6,868.5,904.4,832.0,722.1,496.6,373.6
1579,275.0,97.7,619.2,1049.5,1380.2,1300.3,1100.6,758.1,714.8,68.7,1067.3,1168.2,1354.1,5.0,352.0,332.5,866.4,901.1,824.6,718.0,506.8,387.9
1580,275.9,98.2,620.4,1047.9,1378.5,1300.1,1100.1,751.4,701.3,80.2,1061.6,1169.4,1324.9,5.0,362.0,347.3,867.3,898.6,825.7,724.2,503.5,373.0
1581,278.3,98.8,620.3,1054.7,1354.2,1266.3,1099.1,753.6,704.6,75.8,1040.3,1183.5,1237.2,5.0,375.4,366.2,882.6,910.2,843.7,733.8,505.5,367.7
1582,281.2,99.7,620.2,1052.0,1351.3,1264.8,1100.1,770.8,741.2,63.6,1022.3,1166.6,1253.9,5.0,407.4,408.9,883.1,912.7,847.7,744.1,519.7,379.6
1583,281.1,99.2,619.8,1050.6,1359.6,1286.9,1100.3,768.8,738.0,83.6,1035.0,1143.8,1316.0,5.0,411.1,416.4,867.6,909.3,843.0,729.9,512.3,380.5
1584,281.0,99.4,625.0,1050.8,1348.5,1261.1,1100.6,781.4,763.0,84.2,1045.3,1119.2,1280.1,5.0,412.1,416.7,871.5,898.7,824.2,723.5,520.4,406.2
1585,281.1,99.5,669.0,1078.2,1096.2,1053.9,1099.4,790.0,777.7,55.2,1031.1,1119.5,1289.9,5.0,430.1,439.1,867.1,803.1,750.0,729.4,534.2,399.3
1586,281.1,98.8,658.5,1057.4,1180.2,1112.3,1099.9,783.9,780.3,75.8,1043.8,1133.4,1294.4,5.0,438.0,451.3,867.9,841.0,785.3,751.8,542.7,407.3
1587,280.9,98.7,648.9,1050.3,1107.7,1112.4,1099.4,796.9,798.6,55.4,1048.1,1137.0,1307.1,5.0,445.6,460.7,864.6,822.9,790.3,760.8,562.9,422.0
1588,280.8,98.5,653.0,1088.7,1028.6,1065.5,1094.1,800.5,800.5,54.1,1046.1,1145.2,1231.9,5.0,422.0,429.8,905.2,820.6,794.9,776.6,585.0,436.7
1589,281.0,98.3,652.1,1053.6,1051.2,1060.9,1095.0,789.7,789.0,98.8,1035.0,1158.8,1200.9,5.0,390.6,387.2,893.3,823.3,790.0,771.8,577.7,421.0
1590,277.6,97.4,650.4,1049.5,1270.4,1137.6,1087.6,752.4,753.1,81.9,1010.1,1174.6,1152.2,5.0,400.1,397.5,902.5,911.3,851.2,801.1,574.7,408.8
1591,270.3,95.8,649.6,1050.4,1307.4,1199.9,1061.1,673.6,671.9,79.1,1015.8,1159.1,1158.5,5.0,406.6,407.0,880.4,899.3,841.8,760.7,520.0,375.5
1592,264.9,94.9,650.7,1051.7,1360.1,1218.6,1050.9,647.7,647.1,55.4,1010.2,1159.1,1144.7,5.0,394.6,394.9,863.4,913.7,846.0,750.3,492.5,355.2
1593,264.5,94.7,649.2,1049.1,1369.4,1268.9,927.0,677.0,678.5,52.7,1010.3,1136.7,1166.2,5.0,427.0,434.8,864.6,911.5,838.7,675.4,484.3,366.8
1594,264.3,95.4,649.9,1048.0,1357.3,1257.9,1010.2,692.2,677.4,77.9,1021.9,1130.5,1180.3,5.0,422.0,430.6,881.5,916.3,843.3,709.5,487.2,355.1
1595,264.8,95.7,650.5,1050.9,1359.7,1264.3,1100.2,676.6,676.4,78.8,1016.3,1142.9,1179.5,5.0,408.9,409.1,869.4,913.9,848.6,747.6,486.5,355.5
1596,266.1,95.2,649.2,1049.1,1377.1,1292.1,1099.4,653.2,652.6,53.7,1011.8,1148.7,1199.6,5.0,398.9,402.4,856.2,907.2,837.7,717.5,439.5,328.4
1597,273.5,96.8,649.5,1048.5,1360.9,1293.9,1052.9,633.9,634.3,75.9,999.6,1155.9,1208.1,5.0,421.8,429.4,860.5,907.2,838.8,696.4,424.3,314.1
1598,274.8,97.5,650.3,1050.5,1351.8,1288.3,1050.0,725.6,728.5,87.0,1018.1,1156.5,1204.5,5.0,425.5,433.9,876.6,912.4,847.0,721.3,503.8,378.2
1599,274.6,97.5,650.0,1049.2,1368.8,1277.5,1050.4,716.4,717.1,68.8,1027.7,1145.2,1229.5,5.0,435.4,448.8,871.4,915.2,850.0,724.3,498.3,373.2
1600,274.7,97.5,650.3,1079.5,1341.2,1252.3,1049.6,745.8,736.4,98.4,997.3,1128.8,1213.7,5.0,429.6,437.0,892.7,922.9,856.0,737.9,528.7,394.2
1601,274.7,97.7,649.2,1100.4,1366.0,1274.9,1050.9,722.0,721.8,75.1,1001.1,1118.7,1257.0,5.0,439.7,451.7,889.2,917.7,844.1,717.2,502.1,381.6
1602,280.6,98.8,650.3,1100.8,1377.1,1296.4,1049.6,704.2,704.0,72.2,1020.9,1123.4,1271.6,5.0,440.5,453.0,873.7,908.9,829.9,690.2,467.7,356.6
1603,280.8,99.1,650.4,1099.8,1368.8,1297.2,1049.7,697.0,696.8,75.0,1046.0,1124.6,1276.7,5.0,442.2,455.8,886.2,915.9,838.0,697.1,464.6,353.3
1604,284.7,100.0,649.8,1100.2,1376.2,1297.9,1050.1,709.7,706.9,73.2,1043.6,1124.3,1292.0,5.0,460.6,475.3,873.4,907.6,829.2,697.3,475.4,361.1
1605,284.5,100.1,650.6,1099.5,1372.5,1295.0,1048.9,713.0,712.3,77.3,1051.0,1124.7,1301.3,5.0,467.0,490.2,879.9,913.0,834.3,701.2,484.3,372.3
1606,283.2,100.1,650.3,1098.9,1364.5,1296.6,1083.3,782.4,750.2,74.7,1041.4,1133.1,1274.8,5.0,475.5,498.3,885.7,916.2,839.9,725.4,532.3,404.8
1607,281.4,99.3,650.2,1100.4,1362.0,1278.7,1101.1,803.8,759.6,78.6,1051.6,1127.0,1295.1,5.0,466.4,488.9,887.9,918.8,851.4,752.3,556.1,407.3
1608,280.9,99.0,650.3,1100.1,1379.5,1295.7,1100.3,756.9,709.3,54.1,1042.2,1116.6,1259.5,5.0,464.2,483.9,876.6,910.1,833.3,717.9,508.5,376.2
1609,281.5,99.0,649.2,1099.9,1360.0,1293.0,1099.4,777.9,743.1,63.4,1055.7,1115.1,1274.9,5.0,453.8,470.4,885.4,913.9,849.8,750.3,550.7,404.8
1610,290.4,100.6,642.1,1058.4,1370.2,1293.5,1041.9,740.7,712.6,82.3,1038.4,1133.2,1290.5,5.0,457.0,473.0,862.6,910.6,836.9,700.4,492.1,366.6
1611,282.2,98.8,650.8,1050.3,1339.5,1278.4,1100.2,734.9,773.3,53.2,1055.8,1133.1,1298.9,5.0,457.8,476.2,861.2,899.7,842.5,738.3,513.9,407.8
1612,281.1,98.8,650.4,1050.7,1314.8,1283.2,1099.9,746.7,781.3,94.9,1046.3,1140.5,1290.5,5.0,462.0,481.5,862.5,892.4,841.0,736.3,514.1,407.6
1613,280.4,98.5,649.9,1050.2,1344.7,1286.4,1092.7,722.9,764.9,91.1,1051.3,1125.1,1289.0,5.0,460.0,478.2,867.1,904.4,841.5,732.0,506.6,402.1
1614,281.0,98.7,650.5,1050.4,1329.5,1292.0,1048.8,729.3,769.5,60.6,1059.6,1142.2,1309.0,5.0,448.6,462.1,864.9,895.4,832.4,707.5,499.1,398.6
1615,281.0,98.7,650.3,1050.2,1275.5,1272.8,1045.7,763.0,800.9,76.6,1046.7,1116.8,1249.4,5.0,426.9,436.7,892.5,897.4,838.2,711.5,516.3,416.7
1616,282.6,98.3,650.4,1052.0,1293.0,1246.8,1032.6,742.4,739.9,51.5,1033.1,1094.1,1205.7,5.0,422.4,429.4,873.2,887.2,832.9,720.6,519.2,388.0
1617,281.1,98.3,649.9,1050.7,1187.0,1213.4,1028.3,804.8,806.9,73.9,1037.0,1097.7,1181.9,5.0,414.2,417.2,881.5,873.4,840.3,754.1,586.4,442.4
1618,274.4,96.8,649.7,1049.7,1282.6,1249.3,989.0,686.6,683.6,71.8,1021.9,1111.1,1164.5,5.0,403.2,402.2,876.2,889.0,834.6,700.1,480.6,357.9
1619,271.6,96.2,650.3,1050.5,1298.2,1246.9,991.3,656.5,656.0,61.1,1017.8,1094.0,1146.9,5.0,402.7,401.8,870.3,886.7,837.8,714.7,486.8,361.6
1620,273.3,96.5,650.3,1050.2,1319.0,1227.5,979.2,676.2,677.5,50.9,1022.4,1085.0,1145.6,5.0,405.7,407.7,864.1,898.9,852.0,739.6,517.9,379.3
1621,270.8,95.7,650.0,1049.3,1304.0,1249.0,993.8,654.9,653.7,67.3,1010.8,1081.2,1140.3,5.0,402.4,402.8,862.1,887.9,838.7,715.4,501.5,372.4
1622,270.5,95.8,650.5,1049.5,1347.3,1248.1,949.9,649.3,649.8,87.4,1031.5,1101.4,1153.7,5.0,412.6,416.7,866.4,907.2,842.8,697.5,479.8,354.3
1623,261.3,94.1,650.0,1049.0,1323.3,1234.2,949.3,677.1,677.1,75.4,1024.6,1074.4,1136.2,4.7,392.9,375.5,849.2,892.2,844.4,720.2,524.7,386.2
1624,260.4,93.8,612.2,1050.3,1272.2,1210.1,949.6,707.8,710.0,74.9,1002.7,1058.7,1125.5,4.2,402.2,342.0,857.2,892.6,857.8,750.3,556.3,406.9
1625,260.8,95.3,599.0,1095.9,1215.7,1091.2,905.9,659.2,657.5,53.7,1030.0,1089.0,1195.5,4.7,413.4,391.8,853.5,829.4,741.6,653.7,474.2,358.8
1626,260.5,95.3,619.0,1120.9,1193.7,1098.2,899.6,665.3,664.8,68.5,1059.4,1073.7,1246.9,5.0,413.4,399.8,890.1,848.4,759.4,660.1,483.7,359.2
1627,260.3,94.9,650.7,1150.4,1149.2,1099.2,899.9,657.1,656.4,56.8,1052.9,1074.6,1252.1,5.0,405.9,393.3,875.8,811.0,746.2,660.4,481.4,356.1
1628,260.2,94.8,650.6,1151.1,1142.9,1096.5,899.3,775.7,734.7,80.2,1018.0,990.9,1195.1,5.0,375.8,354.5,872.5,807.0,742.6,660.8,531.4,394.6
1629,233.1,88.3,650.7,1150.8,1141.6,1099.5,900.8,802.9,751.2,58.3,1025.2,1150.5,1300.6,5.0,361.3,337.9,835.8,770.6,698.2,614.1,508.6,397.0
1630,221.3,85.2,650.6,1150.4,1252.1,1167.1,899.8,770.8,727.3,67.1,996.0,1081.4,1215.8,5.0,344.6,311.4,815.1,801.3,718.5,611.9,490.5,384.4
1631,221.4,85.0,648.9,1149.6,1294.7,1199.1,899.3,612.5,610.0,53.2,1025.5,1024.9,1212.4,4.7,344.5,299.4,865.9,870.0,790.1,652.2,434.9,322.8
1632,221.4,84.5,648.8,1149.2,1320.9,1248.2,900.0,619.2,614.0,62.8,1056.6,1095.2,1384.5,4.6,381.6,343.8,861.4,868.4,775.2,600.1,384.5,302.1
1665,215.5,82.5,585.5,1078.6,1236.7,1138.0,1018.0,621.8,618.3,69.8,1010.9,1140.7,1130.5,4.5,337.4,284.0,943.6,937.3,873.2,810.5,540.9,378.2
1666,210.1,81.3,555.1,1052.3,1241.6,1050.9,986.1,599.2,598.4,70.0,914.7,1184.8,1114.1,3.8,412.2,319.2,916.6,937.7,876.9,812.6,508.2,336.5
1667,221.5,84.1,586.3,1085.2,1348.5,1313.4,1050.3,625.3,623.9,83.3,994.7,1191.0,1416.4,4.4,394.5,354.1,895.0,907.4,843.1,708.4,447.9,349.0
1668,221.4,83.9,600.4,1099.7,1361.3,1329.7,1049.7,599.6,600.3,106.2,1004.2,1200.2,1378.2,4.5,391.3,349.3,884.7,906.3,840.4,681.0,391.0,302.3
1669,221.3,84.1,599.9,1100.0,1346.0,1315.9,1049.9,621.7,621.0,79.5,1013.9,1204.6,1331.6,4.6,392.8,363.6,895.6,910.7,845.4,699.6,427.9,319.3
1670,229.4,86.4,599.9,1098.7,1318.6,1283.4,1049.1,613.7,613.6,75.2,992.4,1209.0,1318.7,4.9,397.9,390.5,914.5,917.0,854.1,721.3,433.7,317.7
1671,231.3,86.8,599.9,1098.9,1285.9,1243.9,1050.1,654.6,654.5,91.8,1029.6,1178.6,1374.2,5.0,379.0,370.0,932.0,931.3,862.2,743.5,471.1,338.9
1672,231.4,86.9,600.4,1099.5,1302.8,1279.0,1050.9,618.1,617.0,100.0,1006.4,1168.5,1335.8,5.0,384.7,378.6,922.1,922.7,854.8,721.2,437.0,321.8
1673,231.6,86.8,599.8,1099.5,1277.3,1249.9,1049.6,688.8,680.3,85.5,1030.9,1142.7,1400.7,5.0,381.5,374.6,928.3,927.9,860.0,736.8,481.5,349.5
1674,231.3,86.9,600.1,1099.2,1307.9,1265.1,1050.4,666.0,654.7,99.6,1025.4,1149.0,1393.0,5.0,366.2,355.3,915.7,920.0,855.7,731.4,466.7,341.7
1675,231.3,86.8,599.6,1098.4,1304.0,1270.8,1050.5,664.8,653.2,93.5,1024.8,1150.1,1318.5,5.0,366.2,349.4,923.7,923.5,854.2,725.2,470.9,349.1
1676,231.3,86.9,599.7,1101.3,1263.6,1240.7,1048.8,689.7,676.6,80.4,1038.4,1134.8,1332.8,5.0,365.5,351.9,944.2,936.3,862.2,739.7,483.4,349.3
1677,231.4,86.8,600.0,1098.9,1293.2,1250.6,1049.7,698.2,682.1,73.4,1030.4,1139.4,1320.7,5.0,368.1,354.7,931.6,928.9,859.5,742.5,493.7,351.8
1678,232.5,87.3,600.7,1100.5,1314.6,1248.6,1050.2,669.0,657.5,53.7,1044.2,1133.3,1352.2,5.0,366.4,353.6,923.8,926.8,857.7,738.0,472.0,336.6
1679,240.0,89.5,600.2,1099.9,1298.4,1262.4,1050.6,697.4,679.9,79.3,1042.3,1142.1,1329.9,5.0,361.7,346.9,931.0,928.7,855.3,738.8,502.8,365.1
1680,241.4,89.7,604.8,1099.6,1276.1,1245.5,1055.4,711.6,689.4,81.1,1033.8,1147.8,1276.8,5.0,368.7,354.8,943.3,930.7,859.3,739.5,491.8,354.9
1681,235.6,87.2,652.8,1089.8,1301.1,1233.8,1083.4,722.2,718.0,55.2,1053.1,1144.5,1375.0,4.9,373.9,360.3,864.8,870.3,823.0,739.1,508.3,369.2
1682,241.3,89.4,636.8,1083.5,1291.4,1220.3,1065.0,714.9,714.8,69.9,1044.0,1148.1,1390.7,5.0,373.5,362.5,888.7,889.8,819.0,731.9,508.8,379.2
1683,244.4,90.4,639.2,1087.2,1319.8,1279.0,1075.2,722.3,722.6,53.6,1056.3,1183.4,1377.2,5.0,411.9,413.6,909.3,912.2,844.5,725.3,492.2,380.5
1684,251.1,92.0,652.6,1101.1,1313.1,1281.2,1099.8,738.6,738.6,52.9,1075.6,1179.7,1367.8,5.0,411.8,416.5,903.8,906.4,844.3,741.2,507.0,386.4
1685,252.9,92.2,673.8,1100.0,1274.6,1270.6,1099.9,743.9,744.1,85.4,1063.7,1186.6,1347.0,5.0,402.6,403.0,889.7,886.1,840.7,742.0,508.6,387.5
1686,255.1,92.8,649.9,1100.2,1352.3,1290.6,1100.3,744.7,738.9,80.8,1057.0,1197.5,1330.8,5.0,413.7,418.3,873.6,887.7,829.0,729.3,509.8,391.1
1687,258.7,93.4,650.3,1099.8,1285.1,1266.0,1101.0,811.1,786.3,81.2,1060.9,1172.8,1323.6,5.0,389.9,386.5,905.6,890.9,832.3,738.2,547.1,419.6
1688,262.9,94.4,649.9,1100.6,1301.2,1265.6,1099.1,792.0,774.0,58.9,1035.4,1154.8,1313.0,5.0,368.6,356.6,905.8,898.2,836.1,740.2,532.4,397.3
1689,265.7,95.5,650.1,1099.6,1297.0,1252.8,1099.8,790.4,772.3,64.1,1010.7,1134.5,1253.8,5.0,367.1,355.5,902.2,895.5,843.6,754.3,541.1,396.3
1690,255.9,93.2,649.9,1099.0,1291.6,1242.8,1099.4,785.3,768.3,69.4,1010.7,1123.0,1191.2,4.6,359.8,322.7,903.9,903.3,848.9,760.0,545.4,397.0
1691,258.3,92.7,650.1,1099.8,1314.2,1257.8,1099.7,730.3,723.9,61.2,996.0,1134.9,1231.2,4.6,389.2,354.7,908.3,909.8,849.7,754.8,513.8,375.9
1692,273.3,97.0,650.5,1099.8,1274.1,1255.1,1099.7,805.2,784.9,60.4,1025.0,1125.1,1254.0,5.0,374.4,363.3,907.8,895.4,838.6,746.7,552.3,410.5
1693,275.7,97.9,649.8,1100.1,1340.8,1293.9,1099.4,796.8,778.0,66.9,1050.6,1144.9,1276.2,5.0,405.7,406.8,893.0,896.7,835.6,732.1,531.7,397.8
1694,274.7,97.8,649.8,1100.5,1251.4,1231.0,1093.8,888.0,850.9,62.0,1061.3,1162.1,1216.4,5.0,403.4,401.3,927.7,911.5,856.9,779.3,625.0,458.2
1695,265.7,95.8,650.1,1099.7,1275.3,1159.2,1036.4,813.2,788.5,66.4,1050.6,1153.6,1134.0,5.0,372.5,361.6,900.6,909.6,873.3,826.4,651.3,461.3
1696,270.0,96.9,649.8,1099.8,1304.1,1192.8,1054.0,724.8,713.2,56.5,987.2,1146.2,1082.8,5.0,368.5,355.3,884.8,902.2,868.6,813.7,584.0,412.7
1697,274.4,97.9,604.4,1051.8,1335.7,1262.1,1053.9,743.5,724.8,51.9,1028.5,1132.8,1267.2,5.0,394.3,392.4,901.6,913.8,854.4,750.7,538.9,411.5
1698,274.8,98.0,601.1,1050.9,1327.8,1306.8,1052.6,838.9,816.9,52.3,1084.7,1147.7,1298.7,5.0,389.2,384.0,897.4,905.4,843.6,712.9,550.4,418.8
1699,274.5,98.2,600.1,1051.8,1320.1,1248.5,1098.8,811.5,798.0,66.5,1046.5,1150.3,1199.4,5.0,392.8,393.0,883.7,906.5,858.8,773.1,570.5,412.0
1700,274.7,98.1,600.5,1050.9,1334.9,1217.0,1089.0,803.9,791.3,71.1,1039.9,1176.4,1174.2,5.0,391.4,389.5,887.3,921.7,865.8,796.2,599.0,431.9
1702,241.5,90.4,600.0,988.3,1188.8,1098.4,1052.6,720.1,720.6,58.7,1008.4,1191.6,1030.0,4.5,375.3,327.2,899.3,956.8,875.4,793.3,546.7,396.1
1703,206.3,80.3,603.2,1055.2,1327.5,1124.6,1008.8,708.6,690.2,73.4,998.1,1085.5,1102.2,3.5,453.1,338.2,849.6,898.4,862.8,786.3,550.7,388.1
1704,221.4,85.0,643.7,1106.4,1178.2,1121.3,1096.9,773.8,758.3,58.7,1067.3,1099.5,1348.9,4.3,410.9,359.7,917.2,850.7,790.6,734.0,514.5,374.8
1705,240.6,90.0,653.2,1112.7,1242.3,1211.9,1099.7,743.2,736.3,54.3,1055.7,1115.7,1369.3,4.9,400.2,392.8,910.6,879.7,835.6,762.0,522.0,374.3
