,TAG,A_431FM1_FI,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,L_SPC_COOLING_AIR,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,SP COOLER AIR,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,UNIT,TPH,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,kg Air/Kg CLK,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
2,06-01-2019 00:00,0,299.4,102,580.5,1052.4,1348.2,1152.5,1033.9,766.6,724.8,110.4,0,974.1,1153.9,1135.5,5,388,383.3,837.8,882.3,842.3,796.9,587.4,390.9
3,06-01-2019 01:00,0,300.1,101.7,580.7,1050,1338.9,1126.7,1047,764.9,722.6,109.6,0,981.9,1147.5,1141.8,5,399.5,397.7,859.7,889.9,842,794.5,588.7,388.9
4,06-01-2019 02:00,0,299.6,101.8,579.9,1051,1355.8,1180.8,1036,774,735.3,108.8,0,985.4,1157.7,1134.9,5,400.5,394.8,840.7,880.1,841.2,792.1,598.6,401.1
5,06-01-2019 03:00,0,300,101.7,580,1049.6,1355.7,1152.9,1010.8,777,740.4,105.6,0,990.9,1143,1123.4,5,398.7,396.3,844.3,883.8,847.5,804.9,612.2,412.9
6,06-01-2019 04:00,0,299.7,101.3,579.4,1050.4,1365.7,1178.5,1027.1,756.9,710.3,106.4,0,983.2,1136.1,1111.8,5,393.2,386.7,835.2,877.5,843.3,802.3,604,407.8
7,06-01-2019 05:00,0,299.7,101.9,579.9,1051.2,1358,1144.8,1018.3,710.9,658.8,105.2,0,992.2,1154,1092.4,5,391.6,385.8,838.9,886.6,850.9,810.6,588.1,387.3
8,06-01-2019 06:00,0,268.9,95,579.6,1047.1,1320.6,1128.4,1015.1,665.1,650.7,101.7,0,932.9,1169.6,1018.6,4.2,407.6,341.1,824.6,900.3,853.2,780.7,511.5,357.6
9,06-01-2019 07:00,0,226,82.5,578.4,1050.6,1276.6,1113.3,950,658.3,659,92.7,0,910.2,1132.8,1086.8,3.3,478.1,347.1,877.9,907.4,854.8,779.3,534,366.3
10,06-01-2019 08:00,0,260.6,92.9,580.5,1052.6,1290.5,1200.9,996.6,843.5,800.9,113.6,0,1002.4,1157,1169,4.5,422.8,393.9,881.2,875.8,833.6,775.8,630.8,434.2
11,06-01-2019 09:00,0,261.6,93.4,580.4,1049.3,1313.9,1118.9,977.9,801.4,751.6,128.7,0,978.8,1150.4,1098.8,4.4,385,341.7,865.9,884.3,844.5,800.1,623.6,410.3
12,06-01-2019 10:00,0,260.6,93.1,580.4,1050.1,1316.8,1154.1,992.3,725.5,690.9,136.5,0,941.4,1112.5,1119.9,4.1,396.2,327,859.7,878.7,835.2,782.1,574.3,384.7
13,06-01-2019 11:00,0,260.4,92.8,579.6,1049.9,1321.8,1194.5,1052.3,715.5,703.6,115.3,0,961.2,1100.7,1194.4,4.3,401,348.8,861.6,869.7,824.5,769.2,545.3,374.3
14,06-01-2019 12:00,0,263.8,93.4,581.2,1050.1,1322.4,1218.2,1094.1,734.3,719,115.5,0,1001,1091.8,1352.6,4.9,384.2,373.8,871.7,869.6,810.6,740.8,504,350.4
15,06-01-2019 13:00,0,278.6,97.7,576.4,1049.2,1313.8,1220.5,1096.9,824.6,794.8,106.9,0,987.8,1124,1045.8,5,389.6,378.6,870.7,872.6,814.4,735.1,559.1,383.2
16,06-01-2019 14:00,0,278.4,97,579.1,1049.4,1292.8,1201.5,1100,758.7,745.5,106.9,0,952.2,1137.5,763.7,5,381.8,372.7,889.9,892.8,819.1,729.7,503.3,342.8
17,06-01-2019 15:00,0,278.3,96.7,580,1049.1,1284.1,1144.5,1029.8,725.4,725.7,115.5,0,936,1150.8,849.3,4.8,378.5,359.5,870.6,888.4,843.7,787.6,556.3,372.7
18,06-01-2019 16:00,0,278.4,96.9,579,1049.8,1324.9,1200.2,1050.7,668.9,667.5,113.9,0,966.9,1149.2,1132.2,4.8,375.6,349.1,858.3,880.8,841.7,782.5,524.6,361.8
19,06-01-2019 17:00,0,278.7,97.2,580.3,1050.6,1337.3,1199.9,1062.1,701.7,678.8,114.1,0,948.2,1149.3,1146,4.9,381.6,366,868.6,887.8,840.6,781.8,539.7,367.1
20,06-01-2019 18:00,0,278.4,97.2,580.2,1049.9,1338.8,1230.9,1085.3,753.3,698.7,110,0,924.2,1142,1171.3,4.9,384.1,372.9,865.3,884.1,832.2,767,546.6,367.3
21,06-01-2019 19:00,0,277.9,97,580.3,1051.1,1326.9,1206.3,1079.8,758.8,699.8,106.4,0,944.1,1148.2,1153.4,5,385.6,378.5,870.3,888.9,834.1,769.4,544.5,362.7
22,06-01-2019 20:00,0,278.6,97.3,580.2,1046.9,1350,1193.5,1050.9,742.5,692.2,110.5,0,941.7,1150.4,1138.1,5,376.9,365.1,847.8,884.5,838.9,787.7,570.1,375.5
23,06-01-2019 21:00,0,278.4,97.1,579.3,1049.5,1338.9,1205,1090,666.9,656.7,108.6,0,950.5,1155.5,1155.5,5,378.8,368.1,869.1,886.5,833.7,764.7,492.6,339.9
24,06-01-2019 22:00,0,278.7,97.5,579.7,1050.1,1318,1173.1,1060.8,695.9,666,107.7,0,949.5,1161.5,1136.5,5,380.8,369.1,861.8,884.8,838,780.5,530.7,352.7
25,06-01-2019 23:00,0,277.9,97.1,580.3,1049.8,1326.2,1172,1051.2,685.6,663.1,112.9,0,960.3,1152.1,1139.2,5,377.1,366.3,855.9,884.7,837.7,784.1,538.6,356.2
26,06-02-2019 00:00,0,278.8,97,580.3,1050.4,1338,1140.8,1038.4,650.6,649.2,109.9,0,945.6,1162,1124.2,5,372.5,363.5,851.6,885.9,844.3,789.9,521.9,354
27,06-02-2019 01:00,0,280.2,97.1,555.8,1051,1349.4,1194.7,1072.6,689.4,634.6,97.1,0,963.6,1165.7,1151.9,5,396.8,394.4,853.4,882.4,836.2,775.2,512.9,337.6
28,06-02-2019 02:00,0,279.5,97.1,550.1,1049.8,1339.2,1225.1,1080.6,785.5,675.7,93.2,0,976.1,1180.6,1166,5,394.6,390.8,851.4,874.3,829.8,771.7,576.8,364.6
29,06-02-2019 03:00,0,279.2,97,550,1051.5,1333.9,1206,1080.3,760.5,666.4,105.9,0,974.5,1172.3,1161.4,5,380.6,373.5,852.5,878,831.7,775.5,561.8,364.3
30,06-02-2019 04:00,0,279.8,97,550.4,1049.6,1328.1,1230.7,1088.7,751.5,662.6,105,0,963.9,1174,1170,5,381,370.8,853.3,875.8,830.8,766.7,547.2,349.2
31,06-02-2019 05:00,0,279.2,97.4,549.7,1049.9,1347.4,1232.5,1095.2,715.4,654.8,102.4,0,962.8,1187.6,1176.3,5,375.4,366.2,855.9,883.5,832,761.6,512.9,336.2
32,06-02-2019 06:00,0,279.4,96.8,550.7,1049.5,1348.4,1254.9,1098.7,728,658.9,103.8,0,962.2,1184.1,1189.5,5,370,359,854.7,880.3,826.8,752.6,525.3,348.4
33,06-02-2019 07:00,0,278.4,97.2,549.8,1049.9,1355.3,1232.4,1095,717,654.9,100.7,0,952.4,1183.6,1185.3,5,364.2,346.4,849.7,878.2,830.7,763.8,516,339.8
34,06-02-2019 08:00,0,277.5,96.8,550.2,1049.4,1337.1,1072.9,946.1,719.5,655.4,108.3,0,950.6,1175,1144.1,5,360,341.7,862.4,882.6,771,698.8,506.3,334.8
35,06-02-2019 09:00,0,277.8,96.6,549.9,1049.3,1363.9,991.9,900,712.2,652.8,122.6,0,961.6,1187.8,1146.3,5,357.8,342.5,844.9,867.3,724.9,676.8,509.1,339.1
36,06-02-2019 10:00,0,277.7,96.4,550.3,1050.4,1344.2,999.1,900.6,706,655.7,122.6,0,957.1,1180.5,1140.5,5,364.2,349.4,855.3,873.1,745.2,689.3,513.8,347.8
37,06-02-2019 11:00,0,278.2,96.4,550.9,1050.6,1318,998.6,911.1,764.9,710.7,132.6,0,971.2,1122.7,1150.2,5,375.1,367.7,865.5,874.4,748.2,702.1,550.2,374.1
38,06-02-2019 12:00,0,278,96.7,549.2,1049.2,1303.5,1196.4,1071.1,808.2,757.5,130.2,0,969.4,1182.3,1192.5,5,380.5,371.1,853.6,860.7,810.4,763.1,588.5,411.3
39,06-02-2019 13:00,0,278.4,96.5,550.4,1050.2,1290.3,1159.2,1066.8,817,763.6,128.5,0,975.7,1180.5,1205.9,5,369.1,356.1,864,865.1,806.7,759.1,574.3,393.2
40,06-02-2019 14:00,0,278.7,96.9,548,1050,1315,1177,1075.9,807.8,733.3,115.6,0,981.5,1182.8,1201.1,5,370.8,356.7,856.8,865.6,808.1,758.4,567,379.4
41,06-02-2019 15:00,0,278.1,96.7,550.3,1049,1295.7,1161.1,1051.7,798.8,749.7,106,0,975.2,1176.3,1181.6,5,375.8,363.7,858.7,865.1,815.7,770.3,578.8,389.3
42,06-02-2019 16:00,0,278.3,96.6,549,1049.2,1311.5,1157.1,1060.1,749.6,699.2,118.8,0,969.6,1164.9,1162.1,5,369.6,359.3,860.8,873,812.8,766.5,542.5,362.5
43,06-02-2019 17:00,0,277.9,96.3,549.4,1049.2,1300.2,1161,1035.1,785.1,734.6,115.8,0,966.9,1191,1171.2,5,374.9,361.5,862.5,868.9,812.8,766.1,575.1,386.8
44,06-02-2019 18:00,0,278.2,96.2,549.7,1050.2,1324.8,1168.4,1028.1,765.9,750.9,117.9,0,957.6,1206.2,1160.9,5,379.6,365.6,850.7,868.1,810.6,753.7,558.5,385.8
45,06-02-2019 19:00,0,277.9,96.6,550.3,1049.9,1324.4,1162.7,1067.8,750.9,750,112.6,0,964.8,1188.1,1160.7,5,376.1,364.7,862.7,877.7,817.4,769.1,542,380.6
46,06-02-2019 20:00,0,278.1,97,550,1053.3,1323.7,1145.8,1042.1,805.9,756.5,107.5,0,974.7,1193.2,1153.2,4.9,388.4,379.3,851.4,878.6,825,782,595.8,397.7
47,06-02-2019 21:00,0,268.9,94.6,550.2,1050.4,1353.4,1185.3,1051.3,742.9,705.4,121.1,0,958.1,1157.7,1119.4,4,416.1,343.5,820,862.1,820.8,777.2,570.8,392
48,06-02-2019 22:00,0,272.1,95.4,549.6,1049.9,1353.5,1193.7,1056.4,752.1,744,99.3,0,959.3,1175.9,1117.1,4.2,416.2,364.6,831.7,863.7,823.2,776.6,570,396.1
49,06-02-2019 23:00,0,272.7,95.2,549.5,1049.2,1365,1212.8,1060.6,732.6,707.9,96.4,0,983.2,1140.2,1122.8,4.4,424.3,379.9,820.9,847.2,820.3,776.3,556.8,376.2
50,06-03-2019 00:00,0,272.5,95.1,550.1,1049.2,1367.1,1187,1043.9,739.1,671.7,100,0,972.4,1151.3,1118.1,4.6,400.6,372.2,838,862.8,826.6,784.9,577.3,376.8
51,06-03-2019 01:00,0,272.9,95.2,549.4,1049.6,1380.3,1196.5,1040.6,780.6,664.6,101.5,0,981.7,1167.3,1122.1,4.9,382.8,374.7,826.5,859.4,825.2,783,589.1,372.4
52,06-03-2019 02:00,0,273,95.6,574.6,1100.7,1370.6,1188,1046.3,763.4,660.4,95.4,0,992.2,1169,1122.6,5,381,373.4,846.4,868.2,828.5,784.5,575.9,363
53,06-03-2019 03:00,0,267.3,94.3,557.7,1062.9,1361.5,1194,1058.9,713.9,646.6,84.1,0,976.4,1143.9,1132.7,4.3,393.4,338.1,855.7,872.9,829.3,779.1,527.4,329.3
54,06-03-2019 04:00,0,272.9,96,549.3,1047.5,1267.8,1078.2,979.2,833.5,785.3,112.6,0,981.9,1139.5,1136.6,4.4,400.1,354.6,906.8,904.3,852.2,816.4,650.9,418.4
55,06-03-2019 05:00,0,272.7,96.2,549.7,1050.4,1287.2,1121.7,1032.7,812.3,723.3,98.2,0,985.7,1168,1145,4.9,385.4,370.7,909.7,904.8,843.1,801.4,619.4,382.5
56,06-03-2019 06:00,0,272.9,96.2,550.3,1051.4,1333.4,1129.2,1042.5,797,737.5,103.8,0,976.1,1186.8,1117.5,5,379.2,368.1,873.6,890.9,843.9,798.6,600.7,385.1
57,06-03-2019 07:00,0,272.8,96.7,549.5,1048.8,1372,1193.4,1065.8,787.1,762.8,93,0,982.4,1186.9,1124.7,5,377.3,367.5,858.1,873,829.1,784.2,585.6,394.7
58,06-03-2019 08:00,0,277,97.5,550,1052.1,1337.9,1155.3,1037.7,827.9,779.8,93,0,990.3,1194.5,1124.9,5,383.7,373.4,870.8,883,832.2,793.1,625.3,411.6
59,06-03-2019 09:00,0,279.4,98.1,550.1,1050.3,1359.3,1154.6,1022.7,813.9,765.5,114.2,0,990.9,1200.3,1117.8,5,389.6,385.1,851.2,865.7,827.1,794.3,624.6,418
60,06-03-2019 10:00,0,229.9,85.1,549.1,1043.2,1368.7,1219,1022.8,686.4,672.9,94.3,0,878.9,1180.3,1077.2,3,427.4,269.1,788.7,832.1,799.8,728.8,489.1,338.2
61,06-03-2019 11:00,0,235.1,86.8,551.9,1052.4,1368.2,1192,1037.6,602.5,600.6,109,0,960.1,1230.7,1021.3,5,363.6,348.1,732.2,817.1,806.9,772.7,476.3,314.3
62,06-03-2019 12:00,0,226.4,84,503.9,1004.7,1307.1,1341.8,1101.2,601.8,600.8,94.1,0,888.3,1209.7,751.9,3.6,359.7,250.4,548.4,686.3,730.8,676.6,414.2,303.2
63,06-03-2019 13:00,0,209.6,79.2,501.2,1002,1292.8,1308,1092.8,600.8,601.6,86.7,0,882.4,1215.6,750,3.5,379.4,264.8,551,714.8,746.4,700.8,424.2,303.2
64,06-03-2019 14:00,0,194.3,74.8,500.2,1001,1150.1,1099.4,947.8,598.8,600.7,91.2,0,894,1237,750,3.8,428.9,340.6,541.5,608.6,612.7,596.8,402.6,301.3
65,06-03-2019 15:00,0,180,71.1,499.2,982.5,1142.6,1096,951.5,637,631,95.3,0,890.3,1205,755.4,3.6,437.3,336.1,444.7,501.8,530.1,547.5,409.9,301.3
66,06-03-2019 16:00,0,179.4,70.8,497.8,983.9,1130.6,1070.2,924.1,598.4,598.8,102.5,0,891.6,1217.5,750,3,461.3,298.5,562.4,589.2,553.8,534.7,387.7,294.6
68,06-03-2019 18:00,0,160.8,66.5,501.6,992.3,830.6,765,674,619.1,594,164.9,0,954.8,1085.1,750,3.2,372.3,237.2,933,825.3,753.7,708.3,556.5,338.6
69,06-03-2019 19:00,0,202.2,77.1,636.2,1089.7,1100.5,920.6,827.9,696.8,658.2,142,0,865.2,1141.1,750,4,375.3,297.7,713.7,671.6,611,602,490.5,351.8
70,06-03-2019 20:00,0,240.9,88.4,650,1134.6,1199.8,914.2,837.7,740.2,700,114.3,0,956.9,1175.7,750,4.2,374.5,311.2,830.5,782.8,674.3,651.8,534.6,374.5
71,06-03-2019 21:00,0,252,91.6,650.6,1149.3,1126.5,942.1,900.1,825,773.7,116,0,950.6,1187.8,750,4.3,374.6,319.5,829.2,759.6,693.8,690.3,604.4,424.2
72,06-03-2019 22:00,0,251.8,91.4,608.9,1121.1,1246.9,1102.9,997,791,706.3,118,0,944.7,1183.9,750,4.5,380.8,341.8,858,837.5,797.3,768,605.9,388.9
73,06-03-2019 23:00,0,260.7,93.3,580.3,1051.3,1264.1,1137.8,1067.5,830.9,818.1,103.4,0,976.3,1159.8,750,4.8,375,358,875.3,871.9,817.3,776.9,607.3,415.9
74,06-04-2019 00:00,0,269.6,95.4,590.8,1052.3,1311.4,1173.9,1026.3,812,801.8,119.9,0,968.2,1162.9,1169.5,4.9,369,356.4,859.3,868.1,830.4,792,629.7,433.6
75,06-04-2019 01:00,0,272.2,95.9,600.2,1047.6,1337.9,1205.9,1078.1,793.7,785.2,98.3,0,970.2,1165.4,1219.1,5,368,353.1,866.9,878,825.3,772.6,574.7,397.2
76,06-04-2019 02:00,0,278.2,97.3,634.7,1122.9,1257.4,1237.7,1079.2,846.4,830.4,99.8,0,972.4,1167.4,1248.4,5,367.6,353.3,881.9,852.3,818.1,770.5,609,427.8
77,06-04-2019 03:00,0,283.3,98.7,602.3,1100.1,1249.7,1220.3,1066.6,846.1,829.1,102.4,0,945.8,1170,1247.3,5,364.1,347.2,874.4,856.8,824.4,771.5,604.1,425
78,06-04-2019 04:00,0,289.6,100.2,599.4,1059.6,1202.1,1204.3,1099.4,821.5,811.7,103.1,0,925.2,1158.4,1314.2,5,370,357.5,886.9,864.7,821.6,756.3,551.1,383.3
79,06-04-2019 05:00,0,289.7,101,628.9,1085.5,1192.4,1123.5,1095.3,877.8,830.9,124,0,938.4,1154.1,1350.3,5,371.9,361,905.2,865.2,802.2,761.5,595.2,402.5
80,06-04-2019 06:00,0,289.9,100.9,632.3,1087,1245.3,1215.7,1099.9,823.7,818.8,110.4,0,955.1,1160.5,1319.8,5,359.4,343.4,896.8,873.7,820.6,750.9,551.9,385.5
81,06-04-2019 07:00,0,289.7,100.5,570.1,1050.5,1200.2,1195,1094.2,875.6,829.3,111.1,0,946.6,1155.6,1328.9,5,361.6,347.2,888.8,868.7,831.5,768.7,587.9,397.4
82,06-04-2019 08:00,0,293.4,101.4,575.2,1060.6,1229.6,1188.7,1098.3,856.5,828,112.4,0,951.8,1154.3,1391.4,5,368.2,352,883.7,870.8,825.2,760.7,575.3,396.1
83,06-04-2019 09:00,0,293.7,102,601.1,1062.3,1181.2,1143.3,1046.1,850.1,789.3,131.7,0,978.9,1149.8,1410.3,5,364.7,349.6,867,828.8,777.4,729,571.1,392.2
84,06-04-2019 10:00,0,293.6,101.7,678.2,1098.3,1298.8,1244.9,1088,850.5,818.6,128.6,0,960.5,1152.5,1350,5,380.8,373,859.5,856.4,806.3,734.4,557,399.9
85,06-04-2019 11:00,0,299.7,102.9,679.5,1103.7,1238.1,1238.7,1003,842.3,816.3,130.9,0,965.6,1159,1316.2,5,377.7,369.9,876.5,856.4,806.2,697,541.1,395.9
86,06-04-2019 12:00,0,300.4,103,680,1151.5,1253,1223.6,1000.1,827.9,803.8,124.8,0,965.2,993.8,1330.1,5,389.3,385.1,889.9,858.2,794.7,691.4,534.1,382.4
87,06-04-2019 13:00,0,300.4,102.9,665.6,1113.7,1137.3,1029.9,984.7,946.5,938.7,136.2,0,945.6,1165.3,1200.8,5,384.2,377.7,902.7,841.3,765.1,741.2,640.7,471
88,06-04-2019 14:00,0,300,103.2,681.4,1099.8,1258,1178.9,1081,867.8,845.2,130.7,0,930.8,1168.9,1176.4,5,388.8,383.5,862.5,848.7,793.2,754,597,430.1
89,06-04-2019 15:00,0,300,103.3,681.1,1098.6,1208.1,1178.9,1096.1,936.5,938.3,116.2,0,929.9,1169.3,1246.2,5,427,429.9,870.5,835.5,788,746.5,620.3,463.6
90,06-04-2019 16:00,0,300,103.4,680.1,1133.5,1018.4,1018.1,1079.2,948.1,949.1,144,0,940.3,1153.9,1201.8,5,417.9,417.5,892.6,777.9,755.8,756.1,656.5,484.4
91,06-04-2019 17:00,0,302.6,103.4,680.6,1151,1014,1017,1095.6,940.5,942.6,130.6,0,930.6,1150.6,1236.4,5,411.6,413.1,877.5,757.8,739.8,746.8,646.7,469.2
92,06-04-2019 18:00,0,304.2,103.6,679.7,1151.2,1023.3,1015.5,1097.9,921.5,913.8,135.3,0,939,1152.9,1233.8,5,418.9,425,892,770.1,731.4,729,603.1,441.1
93,06-04-2019 19:00,0,305,104,679.2,1150,1036.4,1010.8,1100.5,945.9,945.9,132.3,0,947.8,1145.9,1301.8,5,418.4,421.2,858,745.9,715.1,723.4,628.1,457.7
94,06-04-2019 20:00,0,310.7,105.7,676.8,1150.7,1028.8,1002.9,1099.5,945.1,946.8,134.5,0,962.5,1140.3,1330,5,409.3,406.8,879,754,715.1,720.6,615.4,453.2
95,06-04-2019 21:00,0,310.8,105.2,675.5,1148.4,1021.6,999.8,1099.8,950.6,950.2,147.6,0,954.9,1143.8,1362.2,5,395.9,393.5,863.1,745.1,720.2,734.1,638.1,471.8
96,06-04-2019 22:00,0,311,105.3,680.2,1148.4,1167.4,1088.1,1099.5,863,775.3,130.2,0,975.2,1135.3,1369.1,5,394.2,390.3,852.2,784.7,725.4,715.7,556.5,375.4
97,06-04-2019 23:00,0,311,105.1,679.4,1151.1,1222.8,1114.8,1100.1,844.6,743.4,139,0,971.2,1115,1345.6,5,384.9,377.6,876.2,834.3,757.4,730.8,557.1,372
98,06-05-2019 00:00,0,310.7,104.9,679.3,1116,1309.2,1178.5,1099.7,861.9,763.4,124.8,0,962.1,1151.8,1315.3,5,402.4,402.7,851.2,846.6,776.6,737.9,570.8,381.8
99,06-05-2019 01:00,0,311,105,679.6,1116.6,1321.7,1183.5,1100.1,914,787,121.2,0,970.9,1157.9,1286.9,5,421.9,428.4,874.8,872.8,776.2,729.7,588.4,391.6
100,06-05-2019 02:00,0,311.2,104.8,668.4,1130.9,1337.7,1191.1,1100.4,902.6,760.9,128.1,0,959.6,1148,1277.2,5,421.1,426.4,863.8,869.8,775.9,722.9,576.9,379.2
101,06-05-2019 03:00,0,311.1,104.7,651.8,1142.1,1282.2,1152.9,1098.2,933,799.6,133.7,0,959.6,1143.3,1238.9,5,390.2,386.3,892.7,876.3,791.3,747.3,615.7,405.9
102,06-05-2019 04:00,0,310.8,105.5,649.4,1151.1,1300.7,1189.4,1100.4,921,793.1,113.2,0,933.7,1140.9,1253.3,5,407.2,407.3,857.2,853.8,786.4,741.8,604.8,391.6
103,06-05-2019 05:00,0,311,105.8,649.7,1148.6,1324.9,1219.8,1099.7,940.8,793.9,100.9,0,925.1,1144.6,1231.1,5,419.2,420.9,881.1,886,807.7,737.2,601.6,391.7
104,06-05-2019 06:00,0,311.3,105.2,649.7,1148.8,1296.5,1216.8,1100.3,936.7,793.4,103.1,0,918.6,1153.2,1238.5,5,392.8,390.7,906.6,902.7,818.5,749,605.7,388.7
105,06-05-2019 07:00,0,311.5,105.6,649.3,1147.8,1292.9,1216.5,1098.3,942.3,822.7,94.2,0,901.3,1164.2,1203.7,5,395.7,391.2,908,901.3,819.1,749.8,611.3,399.8
106,06-05-2019 08:00,0,307.2,104.1,625.4,1116.9,1334,1206.4,1075.7,888,784.5,113.8,0,927,1166,1146.8,5,405.7,404.5,882.1,886.2,826.9,773.9,620.3,412.2
107,06-05-2019 09:00,0,311.4,105.2,598.5,1095.8,1369.6,1245.6,1082.4,869.6,783.1,125.6,0,974.9,1142.7,1257.2,5,396.2,393.6,858.2,860.9,814.1,767.6,616,427
108,06-05-2019 10:00,0,310.8,105.5,609.2,1099.6,1204.3,1158.6,1029.3,908.4,874.8,137.3,0,948.7,1143.9,1250.3,5,423.1,427.8,852.2,819,786.6,761.7,659.4,483.7
109,06-05-2019 11:00,0,310.9,105.1,649.5,1098.4,1104.4,1099.4,999.2,941.5,894.8,128.1,0,919.3,1156.5,1238,5,410.1,410.1,822.7,767.4,735.4,719.3,628.2,447.3
110,06-05-2019 12:00,0,311.1,105.5,668.6,1106,1202.3,1083.9,1033.6,924.1,863.2,130.2,0,920.5,1163,1207.5,5,416.9,418.9,853.9,820,765.4,753.4,644.4,456.1
111,06-05-2019 13:00,0,310.8,105.1,642.1,1097.4,1171.6,1066.9,1054.8,1006.5,924.2,114.2,0,938.5,1173.9,1193.1,5,422.8,428.4,845.8,806.6,763.3,769,688.4,485
112,06-05-2019 14:00,0,303.6,103.8,599.9,1097.8,1191.1,1065.5,1007.9,974.5,902.8,128.9,0,921.6,1179.9,1134.9,5,409.3,407.9,832.8,813.3,781.5,788,705.2,495.9
113,06-05-2019 15:00,0,300.3,102.9,600.1,1099.9,1312.8,1135.3,998.6,847.1,766.7,133.5,0,936,1166.5,1147.8,5,426.4,430.8,854.2,869.9,823.5,792.2,638.9,429
114,06-05-2019 16:00,0,302,103.5,600.2,1100.2,1295.5,1185.8,1044,1009.1,840.2,130.9,0,920.2,1145.1,1266.2,5,425.4,431.3,836.8,834.9,786.2,761.6,670.4,452.8
115,06-05-2019 17:00,0,308.6,105.2,602.1,1104.3,1209.8,1200.6,1096.6,988.2,831.5,109.9,0,942.3,1132.8,1334,4.8,430.4,416.9,821.8,783.9,757.3,737.6,628.3,416.9
116,06-05-2019 18:00,0,304.2,103.7,603,1096.6,1165.9,1217,1091.4,930.7,865.6,125.1,0,923.6,1134.6,1318.6,4.8,414.2,404.9,831.6,795.5,774.4,733,591.2,423
117,06-05-2019 19:00,0,310.8,105.9,599.9,1100.1,1101.9,1098.8,1096.6,1028.7,929,134.2,0,939.8,1138.5,1367.4,5,415.5,418.7,834.3,765,730.1,726,641.1,456
118,06-05-2019 20:00,0,311.4,106.1,600,1100.6,1134.8,1043.7,1100.3,990.9,940.7,133.7,0,949.6,1127.4,1389.7,5,412.6,414.3,816.6,754.6,703.6,714.1,629.7,463.3
119,06-05-2019 21:00,0,311.2,106,600,1101.1,1064.3,1024,1099.2,1030.4,963.1,127.9,0,956.5,1117.4,1407.8,5,411.9,411.1,821.7,733.1,698.6,715.9,645.2,487.1
120,06-05-2019 22:00,0,310.9,106.8,640.5,1140.8,1219.8,1181.1,1092.3,921.4,867.1,131.7,0,951.2,1121.7,1335.7,5,395.8,389,877.6,846.2,793.6,749.8,612.1,441.2
121,06-05-2019 23:00,0,283,99,650,1152,1294.4,1241,1050.6,870,819.8,122.2,0,928.5,1125.2,1209.6,4.6,382.8,353.2,876.8,864,790.4,709.7,565.6,403.2
122,06-06-2019 00:00,0,276.9,98.9,650.3,1150.1,1286.4,1171.1,1053,793.5,743.5,135.2,0,891.7,1131.3,1160.3,4.6,394,367.8,865.7,859.6,799.1,751.7,565.1,394.9
123,06-06-2019 01:00,0,289.7,101.4,649.8,1142.6,1338.1,1201,1100,847.2,790.3,117.2,0,940.1,1116,1272.6,4.9,394.5,385.4,831.6,831.9,752.9,707.4,549.1,392.4
124,06-06-2019 02:00,0,300.9,103.9,635.5,1131.6,1381,1243.3,1099.8,850.6,781.9,120.4,0,955.2,1118.9,1297.9,5,394.9,393.8,843.6,852.9,772.9,711.3,548,384.9
125,06-06-2019 03:00,0,303.3,104.7,650.4,1151.4,1351.1,1236,1099.2,872.6,810.1,115.3,0,964.5,1131.4,1287.6,5,400.2,398.8,871.9,863.7,780.8,717.1,563.9,396.5
126,06-06-2019 04:00,0,302,104.3,650.7,1148.4,1365,1241.3,1100.1,899.4,807.8,118.7,0,963.1,1122.9,1285.4,5,409.3,410.4,858.6,855.9,786,729.6,583.8,399.1
127,06-06-2019 05:00,0,304.9,106,649.7,1149.9,1328.3,1229.6,1099.7,899.2,819.8,126.8,0,972.8,1132.9,1271.6,4.9,424.5,421.2,865.8,849.9,777.4,726.5,594.7,419
128,06-06-2019 06:00,0,302.1,105.7,650.6,1150.4,1087.2,1128.4,1100,900.5,833.5,128.8,0,943,1143.2,1291.3,4.9,438.7,441.7,840,760.9,741.6,723.8,592.4,414.9
