,TAG,A_431FM1_FI,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,L_SPC_COOLING_AIR,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,SP COOLER AIR,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,UNIT,TPH,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,kg Air/Kg CLK,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
4036,16-11-2019 02:00,285.3,0,101.9,649.8,1148.3,1341.8,1271.4,966.6,636.1,577.4,47.5,0,1018.3,1099.6,1187.2,3.4,569.2,434.4,929.5,922.1,876.3,726.3,518.1,323.8
4037,16-11-2019 03:00,285.4,0,101.5,650.5,1149.5,1357.9,1255.7,949.5,624.7,570.1,67,0,1018,1100.6,1164.9,4,512.3,449.3,933.9,932.4,880.5,724.5,523.1,327
4038,16-11-2019 04:00,285.2,0,101.2,650.2,1147.9,1298.2,1232.5,950,660.9,548.2,48.4,0,1046.1,1095.4,1155.7,4.3,485.9,444.5,933.7,916.5,885.7,761.5,580.5,333.2
4039,16-11-2019 05:00,285.5,0,101.7,649.4,1151,1367.7,1265.4,949.6,600.7,568.9,79,0,1012.8,1104.1,1150.1,4.1,484.8,426.8,928.1,924.1,878.9,719.5,507.6,328.4
4040,16-11-2019 06:00,285.3,0,101.8,649.5,1149.4,1349.8,1255,949.7,615.8,568,86.3,0,992.6,1122.7,1162.4,4.1,482.5,416.7,940.3,935.9,885.3,731.8,524.2,329.1
4041,16-11-2019 07:00,276.5,0,100.1,650.1,1150.7,1359.2,1227.7,948.6,631.6,554.9,89,0,986.8,1141.6,1130.9,4.1,486.3,422.4,919.3,923.6,891.8,757.9,551.4,332.7
4042,16-11-2019 08:00,251.1,0,94,649.4,1149.3,1360.4,1210.6,950.4,615.6,520.6,83.4,0,1007.9,1124.4,1134.5,4.1,481.5,420.3,913.6,922.5,892.2,782,577.7,340.5
4043,16-11-2019 09:00,251.1,0,93.8,650,1151.4,1356,1230.4,950.1,618.7,533.4,52.3,0,996.5,1124.9,1133.7,4.1,449.7,383.9,905.8,909.1,883.2,766,554.9,334.9
4044,16-11-2019 10:00,251.1,0,94,649.2,1150.3,1378.9,1235.6,950.5,615.8,539.8,49.9,0,989.1,1125.3,1141.8,4.1,440.6,377.2,909.6,916.1,876.1,748.8,539.1,331.1
4045,16-11-2019 11:00,245.5,0,92.5,650.4,1150.4,1359.2,1192.7,948.8,634.7,532.4,50.4,0,976,1163.4,1116.8,4.1,460.4,394.6,900.5,911.2,878.5,766.6,562.9,331.4
4046,16-11-2019 12:00,231.3,0,89.3,650,1149.1,1376.6,1236.7,950.7,616.6,525.2,51.4,0,1003.7,1144.1,1158.4,4,452.7,381,907,910.4,867.7,750.6,548.8,331.2
4047,16-11-2019 13:00,231,0,89.2,650,1149,1336.5,1252.2,949.6,619.2,554.5,64.8,0,982.1,1135.6,1170.3,4,446.7,372.6,918.3,910.9,861,714.8,507.2,321.6
4048,16-11-2019 14:00,230.7,0,89.3,650.4,1149.5,1339.7,1248.8,949.5,600.1,562.4,76.3,0,991.8,1140.9,1163.9,4,447.9,373.2,923.4,917.6,859.3,708.6,492.3,318.8
4049,16-11-2019 15:00,230.7,0,88.8,649.4,1149.1,1318.6,1230.7,949.4,599.4,560.7,55.7,0,987.9,1149.4,1155.6,4,464.7,391,927.7,920.9,862,715.7,497.7,318.7
4050,16-11-2019 16:00,230.7,0,89,651,1149.5,1343.9,1175.8,949.7,675.4,517,54.1,0,1002.9,1137,1152,4,446,370.7,919.1,918.9,866.6,762.2,597,331.7
4051,16-11-2019 17:00,230.8,0,89.2,649.8,1149.1,1378.5,1226.3,950.4,600.5,539.4,53,0,990.7,1135.7,1143.6,4,439.5,364.7,907.5,910.1,860.2,728.5,522,326.5
4052,16-11-2019 18:00,230.7,0,89.6,650.7,1149.3,1373.9,1199.5,949,644.9,536.1,64.1,0,997.2,1122.9,1147.3,4,438.9,364.5,910.5,922.1,869.4,753.5,570.7,329.6
4053,16-11-2019 19:00,230.9,0,90,649.9,1149.4,1382.2,1226.4,949.9,601.1,538.8,72.1,0,979.4,1124.5,1141.7,4,433.2,357.8,898.5,911,866.6,735,528.6,330.1
4054,16-11-2019 20:00,231.5,0,90.3,650.1,1150.1,1376.8,1246.9,950.1,600.6,558.5,51.1,0,991.7,1131.7,1155,4,444.4,370,911.8,915.7,869.5,727.9,511.4,326
4055,16-11-2019 21:00,232.9,0,90.5,650,1148.9,1373.3,1258,950.7,600.3,572.1,74.5,0,995.6,1115.4,1175.9,4,454.9,381.7,916.9,920.7,873.2,714.6,494,323.4
4056,16-11-2019 22:00,233.6,0,90.4,649.6,1148.9,1350.3,1257.4,949.5,644,570.2,81.4,0,1000.6,1095.2,1189.2,3.9,460.8,378.5,924.8,922.3,872.8,719.9,524.4,324.3
4057,16-11-2019 23:00,237.5,0,91.5,649.3,1148,1356.7,1275.5,950.5,633.7,559.7,98.2,0,1002.1,1083,1237.9,3.8,453.6,369.6,898.5,900.6,868.4,718.9,523.6,327.4
4058,17-11-2019 00:00,251.4,0,94.6,649.2,1149.6,1348.9,1312,949.4,671.7,569.9,82.5,0,1021.5,1093,1298.1,4,445.9,370.7,906.3,889.2,861,710,539.4,325.2
4059,17-11-2019 01:00,266.2,0,97.9,650.3,1151.5,1338.3,1290.9,1097.7,738.1,560.6,91,0,1043.5,1113.9,1285.6,4,433.5,358.7,923.3,904.8,869.5,780.9,598,328.5
4060,17-11-2019 02:00,277.5,0,100.5,650.9,1151.4,1343.3,1281.3,1087.4,674.2,575.1,91.7,0,1021.7,1126,1251.2,4,436.3,360.6,916.2,907.2,872.7,775.5,551.4,325.4
4061,17-11-2019 03:00,283.7,0,102,650.1,1150.9,1367.2,1283.8,1000.8,668,573.9,91.1,0,1001,1141.8,1195.6,4,462,389.1,916.7,913.7,874.6,736.5,542.3,326.6
4062,17-11-2019 04:00,277.6,0,100.5,649.4,1149.4,1338.4,1276.7,999.6,643,584.7,80.9,0,1011.8,1149.7,1205.7,4,496.1,425.9,926.1,918.6,877.1,735.7,515.5,324
4063,17-11-2019 05:00,275.6,0,100.5,651.3,1149.7,1339.8,1289.6,1001.1,710.9,571.1,83.2,0,1032.1,1139.5,1220.2,4,496.6,425.2,922.7,916.5,874.9,743,572.8,328.9
4064,17-11-2019 06:00,281.4,0,101.9,649.8,1150.6,1354.8,1286.2,1000.1,661,583.1,89.1,0,1024.9,1143.1,1218.6,4,511.9,443.6,924.6,925.4,877.9,729.6,528.6,325.9
4065,17-11-2019 07:00,281.4,0,102.1,650.3,1150.6,1337.7,1251.7,1000,615.9,578.8,91.7,0,1019.2,1126.7,1190.8,4,471.8,400.7,947.7,946,887.8,743.3,505.5,326.6
4066,17-11-2019 08:00,272.3,0,99.5,650.2,1151.2,1352.1,1252,999.7,598.9,569.2,92.3,0,1005.5,1125.8,1169.4,4,470.9,397.3,930.6,939.1,885.4,755.4,506.4,328.4
4067,17-11-2019 09:00,271.2,0,99.1,649.5,1149.2,1360.5,1265.1,999.4,600.1,576.8,78.1,0,1008.8,1135.3,1175.4,4,497.9,425.8,926.3,933.4,876.5,736.6,491.7,324
4068,17-11-2019 10:00,266.4,0,97.7,650,1149.5,1368,1243.7,1000,599.9,560.4,97,0,1015.1,1149.7,1175.9,4,494.8,424.7,919.1,930.1,874,750.4,507.1,326.5
4069,17-11-2019 11:00,265.2,0,97.7,650.5,1149.7,1362.8,1217.6,1000.2,700.4,532.8,95.3,0,1010.8,972.2,1165.3,4.1,471.7,415.3,919.3,928.8,874.7,781.7,604.6,332.5
4070,17-11-2019 12:00,258.3,0,95.7,648.4,1148.2,1375,1230,999.2,666.2,579.4,84.5,0,997.7,1169.3,1148.3,4.2,474.1,418.1,906.2,920.4,869.8,767.5,574.6,357.3
4071,17-11-2019 13:00,251.5,0,94,650.2,1151.1,1375.5,1207.6,1046.1,600.5,599.6,81.1,0,1003.6,1157.1,1137.8,4.2,468.6,414,905.8,916.1,869.9,794.1,541.1,361.4
4072,17-11-2019 14:00,251,0,94.1,649.3,1148.9,1385.3,1194,1049.7,599.7,599.8,87.1,0,980.3,1157,1122.9,4,476.6,405.2,894.4,910.5,870.1,801.7,546.4,364.8
4073,17-11-2019 15:00,251.3,0,94.3,650.1,1149.9,1397.9,1209,1051.2,646.5,646.7,78,0,1025.3,1130.9,1145,4,496,425,905.4,904.5,863.3,796.8,590.5,400.5
4074,17-11-2019 16:00,251.2,0,94.2,650.4,1149.3,1373.9,1212.4,1049.1,706.8,708.3,85.5,0,1035,1127.6,1201.4,4,496.9,426.8,906.8,897.1,861.2,798.7,636.5,436.3
4075,17-11-2019 17:00,251.3,0,94.7,649.8,1150.3,1289.2,1239.4,1050.9,707.1,705.6,101.6,0,1046.2,1119.9,1234.1,4,482,408.4,914.1,885.5,858,782.5,609.3,425.5
4076,17-11-2019 18:00,251.4,0,95,650.6,1150.2,1381.4,1257.7,1050.8,600.6,599.8,103.7,0,1015,1114.5,1221.4,4,463.4,391.6,913.9,911.9,861.9,747.3,500.7,332.5
4077,17-11-2019 19:00,251.2,0,94.8,650.2,1148.5,1380,1272.9,1049.9,600.1,600,83.4,0,994.1,1115,1227.3,4,470,398,908.2,914.1,867.3,738.5,491.7,325.3
4078,17-11-2019 20:00,251.3,0,94.6,649.1,1150.5,1374,1269.4,1049.3,600,600,78.6,0,993.3,1115.2,1233.6,4,462.1,389.6,904.2,911.9,867.7,741.9,485.2,322.9
4079,17-11-2019 21:00,251.3,0,94.5,650.1,1150.9,1375.5,1270.5,1050.3,624.7,624.4,82.4,0,991.3,1118.2,1243.8,4,456.9,382.6,905.2,909.6,871.2,750.7,515.6,345.2
4080,17-11-2019 22:00,251.3,0,94.5,649.9,1150.6,1391.7,1300.3,1050,599.7,599.6,87.3,0,996,1112.5,1301.3,4,447,373,886.2,888.7,864.9,743.9,486.8,321
4081,17-11-2019 23:00,254.6,0,95.2,649.9,1150.3,1391.9,1323.3,1049.9,600.6,600.6,81.7,0,986.3,1126.8,1296.1,4,459.1,385.5,882.1,888.3,861,728.4,485.2,327.2
4082,18-11-2019 00:00,255.1,0,95.3,649.9,1149.9,1384.8,1307.2,1049.5,599.5,600,81.6,0,990.5,1140.7,1279.6,4,475.2,404.1,892.6,890.4,866.3,739.2,487.1,324.8
4083,18-11-2019 01:00,255,0,95,650.2,1149.3,1370.2,1275.4,1049.3,652.6,652.2,84.5,0,1015.7,1128.2,1252.6,4,499.9,429.4,914.1,909.5,875.3,767.2,552.2,376.2
4084,18-11-2019 02:00,255.4,0,95,650.4,1150.7,1286.9,1197.2,1051.9,749.2,741.9,104,0,1009,1118.7,1191.9,4,496.5,424.2,934.8,914.8,878.6,820.5,660.9,450.9
4085,18-11-2019 03:00,255.2,0,95,650.5,1150.1,1375.5,1294.9,1100.9,678.4,687.6,115.9,0,966.6,1116.9,1169.3,4,460.1,387.4,899.2,903.4,874.5,778.3,560.4,394.2
4086,18-11-2019 04:00,254.9,0,95.1,649.7,1149.4,1378.5,1312.2,1017.7,600.4,599.9,83.2,0,939.2,1118.9,1184.7,4,473.5,401.1,893.4,906,872.6,715.9,466.6,318.9
4087,18-11-2019 05:00,255.3,0,95.3,649.7,1149.1,1379.7,1318.1,950,600.2,600.2,79,0,958.4,1107.8,1215.4,4,493.6,420.4,895.4,901.5,870.8,680.6,464.5,318
4088,18-11-2019 06:00,257,0,96,649.2,1149.3,1381.4,1337.6,950.2,608.3,606.9,78.9,0,994.1,1097.8,1293.9,4,485,413.3,890.1,897.3,867.6,683.6,471.9,319.2
4089,18-11-2019 07:00,261.2,0,97,650.6,1148.4,1356.1,1318.7,949.5,621.7,621.4,84.5,0,1014,1101.8,1289.5,4,476.5,405.4,914.4,914.2,873.9,693.2,492.3,335.8
4090,18-11-2019 08:00,266.2,0,98.1,650.1,1148,1360.4,1315.3,949.3,609.5,608.5,91.8,0,999.9,1102.4,1259.2,4,477.7,404.6,914.4,912.7,870.6,692.8,480.6,329.7
4091,18-11-2019 09:00,272,0,99.1,650.2,1149.4,1372,1300.9,949.2,687.7,683.3,87,0,1000.8,1113.5,1249.4,4,482.8,410.4,915.3,910.3,866.6,717.3,553.6,384.3
4092,18-11-2019 10:00,271.1,0,98.5,649.7,1148.9,1383.9,1296.4,951.6,717,706.3,89.4,0,1010.8,1123.6,1277.9,3.8,492.2,405.9,908.2,910.2,866.8,721.5,566.7,406.2
4093,18-11-2019 11:00,231,0,88.9,649.3,1150.2,1324.9,1242.6,949.4,628.6,625.4,77.4,0,963.7,1101.6,1271.8,3,545.3,371.4,945.3,932.2,872.7,720.1,514.1,341.1
4094,18-11-2019 12:00,231.2,0,89,650.4,1152.4,1251.5,1180,951,646.3,645.5,93.1,0,940.9,1100.1,1244.9,3.2,506,356.8,989.2,954.1,879.2,752.9,549.7,357.2
4095,18-11-2019 13:00,240.6,0,91.1,650.2,1150.5,1232.5,1171.8,948.5,629.3,624.2,96,0,960.9,1113.1,1218.2,3.5,471.9,360.3,989.7,955,880.9,754.4,531.3,340.4
4096,18-11-2019 14:00,164.6,0,70.5,549.6,854.8,962.7,940,852.1,591,587.8,72.6,0,889.5,998.8,1140.8,1.2,465.5,144.7,621.7,599.3,586.8,564,429.5,298.8
4097,18-11-2019 15:00,186.5,0,77.4,590,976.8,1104,1105.2,867.3,558.6,561.7,69.2,0,733.6,959.8,1103.1,2.1,390.4,176.5,699.2,710.2,713.2,616.4,416.9,287.9
4098,18-11-2019 16:00,239.3,0,91.2,600,1081.1,1259.3,1200,942.2,704.5,701,81.3,0,948.2,1041.8,1184.3,3.4,412.9,294.2,830.7,824.4,801.5,716.5,587.4,433.7
4099,18-11-2019 17:00,250.1,0,94.4,599.9,1100.3,1318.7,1277.9,950,681.1,681.3,72.9,0,998.7,1043.8,1234.7,3.4,427.3,309.9,876.7,875.6,847.3,705.7,547.5,381.7
4100,18-11-2019 18:00,251.1,0,94.4,600.9,1100.9,1371.8,1288.1,950,599.7,599.7,72.9,0,978,1061.7,1189.3,3.4,428.8,309.9,899.9,910.3,863.6,698.1,477.9,318.6
4101,18-11-2019 19:00,251.1,0,94.6,600.1,1099.5,1358.8,1251.9,962.3,610,609.1,86.8,0,953.9,1086.5,1140.1,3.5,463.1,349.8,905.1,918.8,871.6,723.5,503.4,340.8
4102,18-11-2019 20:00,249,0,94,627.1,1127.7,1351.8,1269.6,999.8,618.1,617.2,101.4,0,969,1115.2,1128.3,3.5,476.3,365.2,907.2,922,872.2,728,505.5,349.8
4103,18-11-2019 21:00,241.1,0,91.5,649.9,1149.3,1364.4,1266.3,999.3,615.1,614.4,98.7,0,952.5,1127.7,1098.1,3.4,454.4,335.7,893.3,904,873.8,757.9,543.2,373.2
4104,18-11-2019 22:00,241,0,91.6,649.9,1149.8,1365.4,1306,1000.5,604.9,604,86.6,0,957.1,1118.8,1131.5,3.4,460.3,338.4,909.1,911.7,869.8,720.4,488.7,335.7
4105,18-11-2019 23:00,241.2,0,91.8,649.8,1148.5,1355.3,1314.2,1000,600.7,600,81.5,0,970.7,1097.9,1157.2,3.4,456.9,337.9,924.9,921.2,869.6,701.5,464,318.7
4106,19-11-2019 00:00,247.9,0,93.2,649.8,1150.3,1348.5,1320.8,1000.2,612.4,611.4,86,0,966.5,1060.6,1212.8,3.4,454.1,335.2,924.4,924.4,869,694.4,456.6,317.9
4107,19-11-2019 01:00,251.1,0,94.3,650.8,1150.4,1336.6,1323.4,1000.6,600.3,600,85.5,0,961,1072.3,1198,3.5,466.4,354.8,944.4,936.4,868.4,678,435.7,304.6
4108,19-11-2019 02:00,251.2,0,94.2,649.8,1149.6,1354.1,1345.5,1000.2,622.7,623.7,88.2,0,953.5,1042,1208.8,3.5,445.6,336.6,910.2,912.3,863.5,685.6,463.5,326.7
4109,19-11-2019 03:00,251,0,94.2,649.5,1149.6,1356.8,1307.2,998.9,610,609.9,95.3,0,979.1,1051.4,1211.8,3.5,444.9,334.4,915.2,912.8,873,717.5,483.2,330.7
4110,19-11-2019 04:00,251.2,0,94.2,649.8,1149.8,1358.8,1327.5,1001,601.4,600.8,95.7,0,991.2,1055.5,1241.7,3.5,442.3,332.8,913.2,911.8,869,707,473.9,321.9
4111,19-11-2019 05:00,251.1,0,94.1,649.9,1150.9,1362.6,1318.7,999.8,603,602.3,86,0,993.8,1070.1,1223.3,3.5,452.9,342.8,908.5,907.3,874.5,715.5,485.4,328.5
4112,19-11-2019 06:00,251.1,0,94.7,650.1,1150.2,1357.8,1322.2,1000,600.5,600,94.5,0,975.9,1065.4,1210.6,3.5,457.4,347.4,914.4,911.7,877.6,706.9,472.7,324.6
4113,19-11-2019 07:00,251.1,0,94.8,650.2,1148.7,1352.8,1324.5,999.3,614.7,614.4,83.1,0,1000.6,1050.8,1215.5,3.5,457.3,347.6,918,910.9,877.5,717.8,493,334.7
4114,19-11-2019 08:00,252,0,94.6,650.2,1150,1347.2,1293.8,1001.3,622.7,664.5,94.4,0,978.9,1059.8,1207.7,3.5,443.9,334.6,924.8,924.5,878.3,730.6,506.5,367
4115,19-11-2019 09:00,254.7,0,95,649.8,1148.9,1336.6,1305.1,999.4,636.7,679.8,89,0,970.9,1058.6,1212.1,3.5,440.7,329.9,926.4,919.5,870.2,716.5,499.1,371.3
4116,19-11-2019 10:00,256,0,95.2,650,1149.2,1338.5,1277.9,999.5,599.7,650.1,87.6,0,964.1,1052.9,1175.9,3.6,433.3,327.9,940.1,936.9,871.5,717.5,474.3,350.6
4117,19-11-2019 11:00,258.3,0,95.5,650.2,1149,1331,1255.6,1000.3,621.5,667.4,91.3,0,980.8,1155,1190.4,3.7,437.4,335,939.9,940.7,875.3,729.8,502,371
4118,19-11-2019 12:00,257.7,0,95.3,649.9,1150.3,1325.1,1253.2,1004.1,598.9,644.6,81,0,992.8,1136.6,1188.7,3.6,434.6,333.2,942.7,939,869.1,720.9,476.1,348.7
4119,19-11-2019 13:00,255,0,94.5,650.5,1149.7,1322.3,1235.1,1050,599.7,632.7,88.9,0,979.7,1154.1,1156.4,3.5,444.6,336.7,935.1,937.8,873.1,762.2,496.5,352
4120,19-11-2019 14:00,252.7,0,94.3,649.9,1150.6,1329.8,1261.1,1050.1,600.3,650.1,95.4,0,976.8,1157.3,1145,3.5,447.8,331.1,929.5,929.7,868,750.6,489.7,363.7
4121,19-11-2019 15:00,251.3,0,93.7,649.4,1149.4,1339,1255.5,1050.1,604.6,650.6,89.2,0,982.6,1161.9,1154.2,3.4,454.9,335.1,920.5,926.2,870.5,751.4,497.4,362.3
4122,19-11-2019 16:00,250.8,0,93.7,649.9,1149.7,1330.2,1228.3,1048.4,628.7,628.4,91.1,0,993.3,1146.9,1150.2,3.4,484,364.6,922.9,930.3,876,766.7,522.3,352.1
4123,19-11-2019 17:00,250.8,0,94.2,650.4,1149,1352.6,1227,1050.5,611.5,610.7,127.4,0,973.7,1134.2,1127.2,3.4,452.3,334.4,907.7,921.1,878.9,790.2,547.9,370.2
4124,19-11-2019 18:00,250.9,0,94.4,650.6,1150.3,1371.7,1283.1,1050.5,600.8,600.5,95,0,970,1154.1,1141.2,3.4,437.2,320.9,900.2,911.2,867.5,750.6,503.4,343
4125,19-11-2019 19:00,251,0,94.5,650,1150.5,1363.4,1287.8,1057.8,601.4,600.5,98.1,0,960.1,1139.6,1175.3,3.4,439.9,322.8,907.8,909.8,868.2,742.6,485.1,333.1
4126,19-11-2019 20:00,251,0,94.5,649.9,1150.3,1359.2,1280.9,999.4,599,599.4,92.4,0,978.9,1137,1143.7,3.4,442.1,322.6,911.6,915.5,869.4,725.2,487.1,334.2
4127,19-11-2019 21:00,251.3,0,94.1,650.1,1149.8,1364.8,1297.4,999.6,617.3,616.6,94.4,0,979.1,1118.2,1214.3,3.4,457.3,338.6,907.1,908.4,864.8,714.5,507,347.3
4128,19-11-2019 22:00,251.2,0,94.2,649.4,1148.5,1369.3,1328.2,1000.6,601.3,600.2,105.4,0,977.6,1111.8,1220.1,3.4,453.8,334.1,908.8,909,860.8,697.2,471,327.7
4129,19-11-2019 23:00,251.1,0,94,650,1149.6,1344,1285.8,999.7,610.3,610.5,99.5,0,960.6,1105.1,1149.8,3.4,451.1,331.6,930.6,930.2,875.3,722.7,494.6,338.8
4130,20-11-2019 00:00,251.3,0,94.5,649.8,1150.9,1358.2,1313.6,1000,600.5,600.9,105.5,0,954.9,1084.8,1151.4,3.4,431.5,313.8,907.3,912.7,870.6,712.1,482.6,335
4131,20-11-2019 01:00,250.9,0,94.1,649.8,1150.2,1356.9,1332.2,1000.4,600.2,600.2,60.4,0,964.5,1086.4,1196,3.4,451.4,331.5,914.6,920.1,869.2,698.1,462.6,325.1
4132,20-11-2019 02:00,251,0,94.2,649,1149.8,1353,1332.1,1000.1,600.4,600.4,48.8,0,957.4,1076.9,1216.9,3.4,453.6,335.8,928.9,928.5,873.7,690.3,454,316.8
4133,20-11-2019 03:00,251.2,0,94.3,650,1150.1,1340.8,1317,1000.3,616.1,614,46.7,0,957.2,1079.2,1202.3,3.4,440.9,323,932.1,934.4,879.2,711.1,487.8,336.8
4134,20-11-2019 04:00,250.9,0,94.2,650.3,1149.1,1351,1339.2,1000.4,620.3,616.7,45.4,0,954.5,1059,1221.7,3.4,403.1,288,917.7,921.7,875.7,690.8,465.7,327.5
4135,20-11-2019 05:00,250.8,0,94.5,649.9,1150.6,1360.6,1364.2,1000.7,612.2,610.2,55.4,0,967.2,1061,1232.8,3.4,402.6,287.6,907.7,914.3,873.4,680.8,457.6,318.2
4136,20-11-2019 06:00,250.9,0,94.7,649.6,1150.8,1347.1,1348.7,999,599.7,600.3,66.7,0,969.3,1079.1,1207.1,3.4,410.6,294.9,913.6,918.5,872,684.1,452.4,318.3
4137,20-11-2019 07:00,251,0,94.8,649.7,1149.3,1338.7,1329.6,999.9,600.3,599.9,82.6,0,966,1086.8,1204.4,3.4,420,303.2,931.4,935.4,876.5,700.3,467.2,323.5
4138,20-11-2019 08:00,250.8,0,94.4,649.8,1151.3,1335.3,1310,1000.7,600.1,647.2,59.6,0,964.1,1089.2,1200.4,3.4,416.8,300.5,944.6,943.5,877,699.9,458.2,342.5
4139,20-11-2019 09:00,251,0,94.2,650,1150,1305,1267.2,970.6,669.9,701.5,54.6,0,992.2,1058.9,1194.6,3.4,397,282.8,958.6,956.3,876.3,716.3,529.3,396.4
4140,20-11-2019 10:00,246.3,0,92.9,649.5,1149.2,1373.1,1325.2,1002.2,627.8,627.9,59.4,0,960.4,1057.5,1300,3.1,417.6,270.3,904.7,910.9,856.6,694.6,471.3,331.1
4141,20-11-2019 11:00,242.4,0,92.2,650.3,1150.9,1353.2,1274.6,1049.7,601.1,600.4,58.5,0,955.8,1106.6,1166.7,3,427,276.1,921.8,922.6,864.3,737,473,322.1
4142,20-11-2019 12:00,240.7,0,91.6,649.6,1149.5,1336.2,1273.4,1049.9,600.3,600.1,61.1,0,934.7,1129.5,1160.2,3,432.5,281.1,921.3,925.9,866.1,739.9,475.5,328.2
4143,20-11-2019 13:00,242.5,0,91.8,650.2,1150.7,1310.1,1260.5,1049.4,599.8,599.9,73.5,0,943.6,1146.1,1181.8,3,448.7,292.8,931.3,925.8,860.9,730.7,463.7,321.2
4144,20-11-2019 14:00,245.2,0,92.3,650.6,1151.4,1292.1,1247.1,1048,616.1,614.6,90.7,0,954,1147.7,1183.9,3,463.5,303.2,938,929,864.6,745.8,493.5,338.8
4145,20-11-2019 15:00,246.9,0,92.8,649.4,1150.8,1284.1,1230,1050.7,649.2,648.8,98.3,0,945.9,1133.2,1149.2,3.1,478.7,324.1,930.7,922.7,866,765.2,536.6,373.4
4149,20-11-2019 19:00,259,0,97.6,551.6,901.3,801,849.9,698.8,497.8,499.4,58,0,416.7,605.5,0,0.6,140.2,27.2,371.5,413.6,445.5,433.9,326.2,264.7
4150,20-11-2019 20:00,301.1,0,106.5,550.2,899.7,800.3,850.1,700,499.6,499.6,52.9,0,436.7,504.5,0,0,0.6,2.1,334.3,373.3,433.5,453,380.5,288.3
4151,20-11-2019 21:00,301.1,0,106,550,900,800,850.1,700,499.8,499.9,50.4,0,333.9,377.8,0,0,0.6,2.1,329.4,366.1,424.6,452.3,388,300.7
4152,20-11-2019 22:00,301.1,0,105.8,549.9,899.7,800.2,850,700.3,500.2,499.9,48.6,0,291.4,307.6,0,0.1,0.6,2.1,335.4,369.1,422.1,452.7,386.3,301.4
4153,20-11-2019 23:00,300.9,0,105.9,550.5,900.5,800.1,846.8,697.6,499,497.2,47.5,0,267,276.8,0,0.1,0.6,2.1,349.8,379.5,423,449.5,376.2,291.4
4154,21-11-2019 00:00,301.2,0,105.3,549.8,900.5,800.5,252.1,169.4,277.2,6.5,47.2,0,237.4,247.2,0,0.1,0.6,2.1,311.1,296.4,5.1,37.1,-9.3,12.4
4155,21-11-2019 01:00,301.1,0,105.2,550,900,799.8,256.8,170,277.8,2.8,46.7,0,208.8,224.6,0,0.1,0.6,2.2,319.2,303.5,5.6,36.8,-9.7,12.1
4156,21-11-2019 02:00,301,0,105.8,550.6,899.9,799.6,257,171,278.7,14.9,46.2,0,188.8,204.6,0,0,0.6,2.1,323.9,306.1,6.1,36.8,-9.8,12
4157,21-11-2019 03:00,301.1,0,105.8,549.9,900,799.8,258.7,170.6,278.3,6.6,45.7,0,166.9,179.2,0,0,0.6,2.1,325,306.9,6.1,37.9,-9.7,11.9
4158,21-11-2019 04:00,301.1,0,105.8,549.9,900.4,799.8,258.9,170.6,277.2,10.1,45.1,0,154.9,150.6,0,0,0.6,2.1,324.5,302.4,6.4,38.1,-9.9,11.7
4159,21-11-2019 05:00,301,0,105.7,298.9,444.1,478.6,256.3,167.9,277,7.6,44.7,0,112.1,91.9,0,0,0.6,2.1,128.3,115.4,4.7,38.9,-9.6,12.3
4160,21-11-2019 06:00,301.2,0,106.2,125.1,156.6,297,254.2,167.2,274.3,0,44.5,0,76.9,54.5,0,0,0.6,2.1,10.4,15,3.3,38.9,-9.5,12.7
4161,21-11-2019 07:00,301.2,0,106.6,121.3,156.7,296.2,254.1,166.2,276.8,0,44.2,0,69.2,45.5,0,0,0.6,2.1,10.4,14.8,3.3,39,-9.6,12.5
4162,21-11-2019 08:00,301.2,0,106.2,118.7,156.7,297.5,257.1,167.6,280,0,44.6,0,63.1,43.1,0,0,0.6,2.1,10.4,15,3.4,39.1,-9.6,12.6
4163,21-11-2019 09:00,301.2,0,106,123.7,156.1,301.2,256.7,166.5,285.9,1.5,45.9,0,59.3,46.1,0,0,0.6,2.1,11.2,15.2,3.4,39,-9.2,13
4164,21-11-2019 10:00,300.8,0,105.7,116.6,156.1,305.1,255.7,163.3,288.9,0,47.2,0,56.7,45.6,0,0,0.6,2.1,11.6,15.4,3.5,38.4,-8.8,13.3
