,Unnamed: 0,TAG,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,0,TAG DES,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,1,UNIT,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
806,991,15-02-2020 04:00,246.4,97.6,649.7,1136.8,1274.0,1255.5,1099.3,766.4,767.7,530.0,1055.2,1071.1,750.0,3.8,392.5,302.8,1002.8,975.0,898.0,798.2,565.3,415.2
807,992,15-02-2020 05:00,253.7,99.4,649.5,1128.8,1234.0,1155.5,1098.7,734.1,731.0,530.0,1034.8,1072.9,750.0,4.0,393.3,323.0,1013.0,994.2,920.5,848.8,570.1,387.3
808,993,15-02-2020 06:00,255.3,99.9,650.6,1148.9,1270.7,1236.0,1099.7,702.9,700.1,530.0,1037.8,1073.5,750.0,4.1,388.7,318.1,976.2,960.2,898.3,797.8,520.0,366.6
809,994,15-02-2020 07:00,184.1,75.3,485.1,838.7,785.1,771.6,740.7,717.4,649.3,530.0,988.7,1066.5,750.0,3.3,324.1,267.6,589.8,499.2,461.3,469.4,406.9,338.1
810,995,18-02-2020 01:00,204.0,84.8,628.3,1137.7,1339.8,1246.4,1099.5,601.6,601.3,530.0,892.4,1109.6,994.6,3.0,481.0,314.0,904.0,922.4,900.8,807.9,460.2,317.7
811,996,18-02-2020 02:00,181.4,77.0,498.8,1047.7,1316.8,1181.7,1091.2,609.2,609.1,530.0,865.8,1061.9,1051.4,2.6,492.2,283.2,914.5,936.8,915.4,859.2,514.2,347.4
812,997,18-02-2020 03:00,211.9,86.3,525.8,1077.1,1189.3,1153.2,1098.7,690.3,677.0,530.0,936.1,1083.1,1266.5,3.2,439.1,301.2,919.3,883.0,848.7,800.4,525.1,355.9
813,998,18-02-2020 19:00,210.3,88.2,529.4,941.2,1281.6,1157.2,954.9,617.0,616.2,530.0,953.6,1103.9,1211.2,2.8,491.0,307.4,855.3,918.5,885.1,773.8,514.6,361.8
814,999,19-02-2020 01:00,197.4,83.8,561.3,957.3,1166.9,1161.6,999.7,649.5,649.5,530.0,867.2,1168.8,1015.9,2.8,517.8,330.9,823.1,841.7,830.9,745.1,475.4,338.7
815,1000,19-02-2020 02:00,181.4,78.3,519.3,900.7,1059.2,1086.7,1033.6,776.5,793.5,530.0,1020.7,1096.8,1132.6,3.3,427.5,299.9,873.4,849.6,828.4,796.9,610.3,438.9
816,1001,19-02-2020 03:00,186.7,80.5,551.6,901.4,1008.4,1055.5,1050.1,926.4,927.2,530.0,979.7,1145.9,1108.3,4.2,353.4,288.9,833.1,813.7,814.3,810.3,682.8,505.5
817,1002,19-02-2020 04:00,181.6,78.8,548.8,898.3,1199.7,1199.6,1009.7,673.2,672.6,530.0,812.6,1137.8,978.8,2.9,408.8,244.7,695.3,783.6,808.8,734.0,473.5,326.0
818,1003,19-02-2020 05:00,181.4,78.3,550.5,900.8,1200.1,1201.2,1000.5,651.0,650.3,530.0,945.6,1138.9,1118.4,3.0,447.4,292.9,867.2,873.3,855.0,767.9,497.6,334.3
819,1004,19-02-2020 06:00,181.4,78.6,549.9,900.8,1200.2,1199.9,999.8,649.6,650.2,530.0,991.3,1130.8,1205.0,3.4,412.3,294.0,868.6,880.0,855.1,747.4,473.2,318.2
820,1005,19-02-2020 07:00,184.0,80.1,550.4,901.4,1200.7,1199.5,1000.0,639.6,641.4,530.0,994.4,1121.6,1247.5,3.8,372.2,278.9,817.4,825.0,802.1,702.7,434.3,302.5
821,1006,19-02-2020 08:00,185.3,80.1,550.0,1022.9,1199.8,1200.2,1000.2,600.9,599.6,530.0,912.7,1179.7,1182.4,3.9,359.5,274.8,855.0,843.4,808.3,699.6,392.7,273.9
822,1007,19-02-2020 09:00,183.9,79.5,549.8,999.0,1199.7,1199.5,999.7,598.0,599.4,530.0,894.6,1180.9,1057.8,3.9,373.0,294.2,897.4,874.0,845.4,748.9,418.8,286.4
823,1008,19-02-2020 10:00,181.4,78.3,549.1,1099.4,1158.4,1158.5,958.3,559.3,557.9,530.0,838.5,1171.9,1014.1,3.9,417.6,341.7,868.9,838.7,833.0,754.8,429.9,295.2
824,1009,19-02-2020 11:00,181.4,78.3,555.5,1022.6,1068.1,1009.3,899.3,599.5,589.4,530.0,896.9,1172.1,1026.9,3.9,401.0,323.0,930.1,881.7,828.1,755.2,466.9,318.9
825,1010,19-02-2020 12:00,181.4,78.1,550.4,1059.1,1058.1,1045.1,900.3,651.9,632.5,530.0,966.9,1164.7,1081.9,4.0,387.9,309.2,865.7,802.3,750.7,696.9,506.2,369.5
826,1011,19-02-2020 13:00,181.4,77.6,551.6,1075.7,1117.0,1066.7,938.3,620.0,649.8,530.0,905.0,1152.1,970.8,3.9,377.6,298.4,846.0,858.6,814.2,759.6,489.7,359.1
827,1012,19-02-2020 14:00,181.4,77.2,523.2,964.2,1148.4,1098.9,937.2,597.2,649.7,530.0,697.8,1163.0,874.1,2.6,506.9,277.2,590.3,698.3,720.1,675.9,449.9,354.1
828,1013,19-02-2020 15:00,183.8,78.1,546.7,1026.2,1194.8,1129.6,949.4,599.9,649.9,530.0,978.2,1046.7,1258.8,2.7,548.1,341.6,918.7,906.2,860.9,778.9,513.9,384.3
829,1014,19-02-2020 16:00,210.4,86.8,592.4,1083.5,1219.2,1217.1,1029.1,681.6,674.3,530.0,952.4,1118.8,1413.1,3.1,469.5,321.1,958.8,923.3,851.3,737.6,464.0,336.2
830,1015,19-02-2020 21:00,214.1,88.6,552.7,995.1,1263.6,1142.5,977.7,614.2,649.0,530.0,951.4,1102.7,1077.4,3.2,470.4,325.3,861.8,909.9,890.9,826.3,525.4,365.0
831,1016,22-02-2020 04:00,275.2,107.0,650.6,1147.0,1190.3,1217.3,1101.0,922.0,891.7,530.0,1057.6,1156.4,1361.9,4.7,397.8,369.6,979.6,904.9,848.9,784.5,638.6,492.4
832,1017,24-02-2020 09:00,276.2,103.3,649.6,1150.5,1237.9,1210.9,1010.5,914.9,884.3,530.0,1021.5,1215.9,1334.4,4.3,472.4,428.0,962.8,911.5,837.3,752.4,620.4,472.9
833,1018,25-02-2020 21:00,176.3,76.2,483.5,900.4,1131.6,1095.2,946.2,757.8,726.5,530.0,984.5,1139.9,1313.6,2.2,520.0,267.7,776.5,766.8,730.0,690.7,537.0,388.1
834,1019,25-02-2020 23:00,195.7,79.6,614.1,1095.8,1235.2,1207.1,973.6,574.7,576.7,530.0,829.8,1099.1,1122.3,2.8,549.6,350.5,778.9,781.1,756.5,646.9,367.2,275.3
835,1020,26-02-2020 00:00,224.8,89.4,649.4,1106.1,1262.3,1238.9,1081.4,729.5,729.9,530.0,1001.0,869.1,1193.6,4.0,564.1,503.2,897.2,871.6,847.9,784.2,544.6,401.2
836,1021,26-02-2020 01:00,235.3,91.2,650.2,1149.4,1265.5,1238.0,1099.6,764.6,754.4,530.0,977.0,21.1,1188.7,4.1,512.1,458.6,918.1,883.5,843.2,774.3,551.3,401.8
837,1022,26-02-2020 04:00,245.4,94.1,646.6,1145.8,1322.5,1309.5,1049.9,635.3,634.2,530.0,986.5,684.1,1175.2,4.0,518.9,455.6,944.7,935.5,879.5,753.7,459.0,316.7
838,1023,26-02-2020 05:00,245.3,94.0,600.0,1100.9,1308.1,1292.0,1049.5,682.6,682.4,530.0,1005.6,0.0,1189.7,4.1,552.1,504.0,928.4,924.5,883.0,767.9,499.7,357.1
839,1024,26-02-2020 08:00,251.2,95.9,599.9,1101.4,1280.6,1287.3,999.6,742.0,743.2,530.0,1030.1,65.0,1236.9,4.4,506.1,476.9,932.5,922.7,885.8,770.4,554.4,396.4
840,1025,26-02-2020 17:00,183.7,76.4,471.2,886.3,1022.4,1124.1,895.0,595.6,599.3,530.0,700.1,910.7,1006.9,2.1,366.8,155.8,715.8,724.1,750.3,679.4,458.3,354.3
841,1026,26-02-2020 18:00,200.7,82.0,452.6,792.5,1001.6,1119.8,900.5,602.6,601.4,530.0,787.0,1056.4,936.4,2.8,347.9,194.8,771.6,829.0,860.3,768.3,516.0,366.8
842,1027,26-02-2020 19:00,201.8,82.6,493.2,850.9,1009.9,1146.3,914.3,600.2,600.2,530.0,815.3,1089.2,1115.1,3.3,449.5,321.3,771.7,790.3,828.1,765.5,545.5,376.2
843,1028,27-02-2020 16:00,205.1,81.9,476.7,881.2,1226.1,1135.5,1052.8,601.4,603.5,530.0,869.6,1216.3,956.9,2.9,482.1,307.5,742.5,883.2,870.2,743.1,437.9,324.0
844,1029,27-02-2020 17:00,201.4,80.8,451.7,800.0,1146.4,959.6,992.1,700.2,699.7,530.0,988.2,1192.6,1090.3,3.2,497.8,354.1,914.1,966.9,901.1,830.0,601.8,416.8
845,1030,27-02-2020 18:00,211.6,84.6,496.5,912.4,1159.3,1116.1,1009.8,776.2,763.9,530.0,996.3,1192.7,1186.6,3.5,480.3,368.1,882.1,884.8,880.2,826.2,652.9,456.4
846,1031,28-02-2020 15:00,271.5,100.0,650.0,1099.7,1079.6,1081.5,1099.5,927.6,932.0,530.0,1012.3,1214.4,1256.1,4.2,450.4,396.5,936.5,835.6,780.1,747.3,639.2,491.5
847,1032,03-02-2020 15:00,224.6,88.2,550.4,1050.6,1254.7,1127.3,1073.7,657.0,645.7,530.0,1046.5,1191.7,1278.7,3.6,571.2,461.6,953.0,938.5,877.4,820.7,529.4,369.6
848,1033,03-02-2020 17:00,161.0,74.1,556.9,1039.1,1163.3,1117.9,960.1,700.6,680.0,530.0,964.6,1166.7,1358.9,3.4,437.3,300.5,806.0,767.0,722.1,671.7,500.8,378.1
849,1034,03-02-2020 18:00,197.5,82.5,523.4,1023.8,1067.6,1069.6,877.0,596.7,599.3,530.0,828.6,1138.3,1426.6,3.3,447.8,319.0,670.6,629.2,596.8,505.3,312.3,264.7
850,1035,03-03-2020 09:00,221.2,89.2,500.3,998.9,1280.2,1075.5,1058.8,634.0,630.0,530.0,983.8,1197.1,1167.0,3.2,570.7,410.1,943.9,958.0,901.0,857.7,549.3,367.1
851,1036,03-03-2020 10:00,227.6,90.3,507.3,1007.5,1270.3,1107.4,1067.8,644.7,636.4,530.0,985.9,1229.3,1261.6,3.7,582.9,482.8,950.7,951.6,891.6,844.3,543.0,365.5
852,1037,03-04-2020 02:00,257.0,96.3,650.1,1127.5,1331.2,1244.8,1099.5,678.4,663.9,530.0,335.5,1165.8,1260.1,4.1,423.4,360.6,931.6,930.5,870.0,775.4,494.2,354.4
853,1038,03-05-2020 21:00,213.1,84.2,501.6,1044.3,1272.6,1081.5,1016.1,658.0,706.5,530.0,1009.1,1127.0,1124.5,3.3,438.9,309.3,960.2,957.4,905.7,860.8,603.1,438.9
854,1039,03-11-2020 20:00,292.7,106.1,664.8,1180.6,1154.7,1153.1,1057.1,1008.8,918.1,530.0,1041.4,1052.3,1239.9,4.9,346.6,319.2,907.4,832.1,814.1,800.1,736.4,554.6
855,1040,03-12-2020 23:00,284.9,102.5,602.1,570.3,610.8,605.2,422.5,451.5,396.3,530.0,885.7,850.0,1045.1,0.2,0.3,2.3,244.6,220.3,191.3,187.6,139.7,142.4
856,1041,13-03-2020 00:00,285.0,102.6,598.8,146.9,324.6,315.1,191.3,296.1,87.9,530.0,836.2,585.0,825.6,0.2,0.3,2.3,10.8,11.8,-0.4,29.2,-13.5,9.7
857,1042,13-03-2020 01:00,284.9,102.8,600.2,137.9,316.4,310.6,188.2,296.2,83.0,530.0,798.4,502.5,847.9,0.2,0.3,2.3,12.2,12.5,-0.3,30.8,-13.4,9.7
858,1043,13-03-2020 02:00,285.3,102.8,597.8,127.1,315.0,302.0,185.9,288.5,76.9,530.0,753.0,450.9,817.2,0.2,0.3,2.3,13.6,12.6,-0.1,30.8,-13.3,9.6
859,1044,13-03-2020 03:00,285.1,102.6,599.5,131.9,312.0,301.1,185.7,287.8,68.1,530.0,707.5,411.9,750.0,0.2,0.3,2.3,14.3,12.7,-0.1,31.2,-13.7,9.5
860,1045,13-03-2020 04:00,285.2,102.8,600.2,141.3,307.0,283.3,194.7,287.5,59.2,530.0,674.7,399.0,750.0,0.1,0.3,2.3,14.9,12.7,0.3,31.1,-13.5,9.1
861,1046,13-03-2020 05:00,263.5,97.0,557.8,309.7,398.0,396.9,312.6,380.2,315.9,530.0,634.7,576.7,750.0,0.2,0.3,2.4,158.8,149.0,143.1,166.6,109.8,107.4
862,1047,13-03-2020 15:00,229.3,88.4,620.7,1139.9,1071.8,1063.7,1070.3,1043.0,921.3,530.0,1049.8,1078.6,1296.3,3.2,446.4,310.5,933.9,830.6,820.6,830.8,767.5,544.1
863,1048,13-03-2020 16:00,244.7,92.5,669.5,1192.9,1087.2,1096.4,1099.8,1022.4,916.4,530.0,1009.3,1105.9,1317.9,4.1,370.9,302.5,864.2,744.2,714.1,706.4,635.8,505.5
864,1049,13-03-2020 18:00,262.5,97.2,650.4,1150.5,1280.7,1234.0,1100.2,977.0,877.2,530.0,1025.7,1120.0,1331.4,4.5,338.5,286.5,944.8,918.1,860.8,789.0,665.5,488.8
865,1050,13-03-2020 20:00,273.7,100.6,650.0,1149.3,1166.4,1166.5,1101.0,1008.3,936.5,530.0,1034.4,1127.9,1413.4,4.7,336.1,292.7,877.7,795.6,766.9,742.8,668.3,509.3
866,1051,22-03-2020 13:00,212.5,83.1,570.3,1012.5,1182.3,1153.4,913.0,600.6,598.8,530.0,1008.8,1121.2,1355.0,4.1,357.2,278.0,766.2,736.4,669.5,554.6,355.0,288.2
867,1052,22-03-2020 14:00,201.3,79.7,453.4,803.1,803.7,803.1,901.6,1002.0,990.3,530.0,831.8,920.3,922.9,1.7,153.4,44.9,445.2,417.7,424.5,502.0,527.7,493.6
868,1053,22-03-2020 15:00,201.4,79.7,401.4,705.1,705.0,705.9,708.1,533.1,530.7,530.0,721.9,631.6,753.4,0.2,0.3,2.3,272.0,244.7,229.7,248.1,163.0,174.8
869,1054,22-03-2020 16:00,201.3,79.7,399.7,700.0,701.1,266.5,187.1,296.1,37.8,530.0,662.4,572.6,750.0,0.2,0.3,2.3,276.2,212.3,18.6,43.1,-3.6,16.9
870,1055,22-03-2020 17:00,201.4,80.0,400.0,700.5,629.4,238.0,157.0,285.9,15.3,530.0,609.6,543.0,750.0,0.2,0.3,2.3,277.9,183.9,4.7,33.2,-8.7,14.8
871,1056,22-03-2020 18:00,201.3,80.1,399.9,699.4,332.3,274.0,160.7,257.3,21.2,530.0,568.1,492.7,750.0,0.1,0.3,2.3,234.5,17.7,2.6,31.4,-9.2,14.6
872,1057,22-03-2020 19:00,175.8,72.9,399.7,700.4,324.6,282.4,158.4,266.3,14.2,530.0,515.7,463.0,750.0,0.0,0.3,2.4,235.6,18.8,2.9,31.3,-9.7,14.6
873,1058,22-03-2020 20:00,201.4,80.8,400.0,646.4,324.5,266.7,158.3,287.4,2.6,530.0,474.9,418.4,750.0,0.0,0.3,2.4,219.4,18.5,3.5,33.4,-9.6,14.8
874,1059,22-03-2020 21:00,201.4,80.2,333.9,415.8,323.2,251.6,156.7,286.2,0.0,530.0,447.6,381.2,750.0,0.0,0.4,2.3,114.4,17.0,3.6,33.6,-9.2,14.9
875,1060,22-03-2020 22:00,201.2,80.0,122.7,152.7,320.4,244.8,152.2,279.6,0.0,530.0,403.6,363.3,750.0,0.2,0.3,2.3,12.6,15.5,3.6,33.1,-8.8,15.3
876,1061,22-03-2020 23:00,201.2,79.9,118.5,150.3,314.6,242.6,151.7,272.6,0.0,530.0,364.7,327.1,750.0,0.0,0.3,2.3,12.3,15.5,3.5,33.2,-9.0,15.0
877,1062,23-03-2020 00:00,201.3,80.3,116.2,149.7,316.7,246.8,155.4,275.6,0.0,530.0,336.2,295.1,750.0,0.0,0.5,2.3,12.6,15.7,3.5,34.2,-9.0,15.0
878,1063,23-03-2020 01:00,201.3,80.2,115.5,150.0,315.8,245.8,153.1,283.7,0.0,530.0,311.5,275.3,750.0,0.0,0.5,2.4,12.6,15.7,3.6,34.2,-9.1,15.2
879,1064,23-03-2020 02:00,201.4,80.4,117.5,150.2,315.2,243.5,155.0,280.5,0.0,530.0,298.7,255.7,750.0,0.0,0.6,2.4,12.5,15.6,3.6,34.4,-9.0,15.0
880,1065,23-03-2020 03:00,201.5,80.6,116.5,149.9,313.1,246.4,153.3,274.0,0.0,530.0,276.4,240.6,750.0,0.0,0.6,2.3,12.3,15.5,3.5,35.2,-9.1,15.0
881,1066,23-03-2020 04:00,201.3,80.6,115.8,149.4,314.2,248.0,154.1,278.3,0.0,530.0,257.9,228.1,750.0,0.0,0.6,2.4,12.3,15.6,3.5,35.0,-9.3,15.2
882,1067,23-03-2020 05:00,201.3,80.3,113.4,150.2,315.3,250.2,153.5,273.4,0.0,530.0,243.0,214.7,750.0,0.0,0.6,2.4,12.4,15.7,3.4,34.4,-9.5,15.2
883,1068,23-03-2020 06:00,201.3,80.5,115.3,150.6,315.7,250.4,153.9,276.4,0.0,530.0,228.4,203.7,750.0,0.0,0.6,2.4,12.4,15.7,3.5,34.0,-9.5,15.1
884,1069,23-03-2020 07:00,201.4,80.6,115.1,150.5,315.3,250.4,153.3,279.5,0.0,530.0,222.2,191.6,750.0,0.0,0.6,2.4,12.2,15.6,3.5,34.1,-9.4,15.1
885,1070,23-03-2020 08:00,201.2,80.0,118.5,149.4,317.3,249.9,156.2,285.5,0.1,530.0,215.4,180.4,750.0,0.0,0.6,2.4,12.4,15.8,3.6,34.5,-9.2,15.2
886,1071,23-03-2020 09:00,201.3,79.8,120.5,148.8,320.0,248.2,156.5,285.7,0.0,530.0,213.6,176.9,750.0,0.0,0.6,2.4,12.4,15.7,3.6,35.0,-8.8,15.3
887,1072,05-03-2020 16:00,208.10000000000002,84.9,120.3,880.3,342.2,247.0,142.5,287.5,0.0,530.0,39.9,40.4,750.0,0.0,0.0,0.0,319.1,20.2,3.7,34.8,-7.5,18.1
888,1073,05-03-2020 17:00,207.89999999999998,83.2,120.7,148.3,342.2,238.6,142.4,283.8,0.0,530.0,41.2,39.4,750.0,0.0,0.0,0.0,15.3,16.4,3.8,34.6,-7.6,18.0
889,1074,05-06-2020 08:00,179.8,79.9,116.1,154.2,325.7,242.6,148.9,285.9,0.0,530.0,134.2,249.3,750.0,0.0,0.0,0.0,12.6,15.4,3.1,34.0,-8.5,16.1
890,1075,05-06-2020 09:00,251.3,95.2,116.3,142.8,325.3,243.2,149.4,288.5,0.0,530.0,134.9,259.7,750.0,0.0,0.0,0.0,13.4,15.7,3.3,34.8,-8.6,16.4
891,1076,05-06-2020 10:00,251.1,94.4,117.6,152.9,327.4,247.1,147.5,293.7,0.0,530.0,135.2,280.9,750.0,0.0,0.0,0.0,13.8,15.7,3.3,34.9,-8.2,16.6
892,1077,05-06-2020 11:00,251.2,94.8,118.5,155.1,329.2,252.9,146.1,298.4,0.0,530.0,162.7,318.6,750.0,0.0,0.0,0.0,14.3,16.0,3.5,34.4,-7.6,17.0
893,1078,05-06-2020 12:00,251.10000000000002,94.9,118.2,156.0,332.6,245.5,144.3,285.7,3.1,530.0,185.2,337.8,756.4,0.0,0.0,0.0,14.8,15.9,3.3,35.0,-7.3,17.1
894,1079,05-06-2020 13:00,251.10000000000002,94.8,116.8,149.3,329.4,238.1,145.7,271.8,1.5,530.0,209.3,334.8,758.8,0.0,0.0,0.0,14.2,15.8,3.3,34.4,-7.6,17.0
895,1080,05-06-2020 14:00,251.10000000000002,94.2,116.8,121.3,329.8,238.5,146.1,289.5,0.0,530.0,203.2,367.9,752.3,0.0,0.0,0.0,14.4,16.2,3.6,34.8,-7.7,17.2
896,1081,05-06-2020 15:00,251.10000000000002,94.5,119.0,140.6,333.0,239.1,145.1,286.8,0.1,530.0,213.1,372.2,764.5,0.0,0.0,0.0,14.4,16.1,3.7,35.5,-7.5,17.4
897,1082,05-06-2020 16:00,251.2,94.3,114.3,148.9,331.0,238.5,143.0,285.3,0.0,530.0,226.5,400.6,756.9,0.0,0.0,0.0,14.2,15.8,3.6,35.1,-7.4,17.4
898,1083,05-06-2020 17:00,251.10000000000002,94.2,117.7,147.1,332.6,238.2,146.2,280.8,2.1,530.0,239.1,453.2,750.0,0.0,0.0,0.0,14.3,15.8,3.7,34.3,-7.4,17.3
899,1084,05-06-2020 18:00,251.3,93.8,114.6,142.8,327.0,237.5,144.6,279.9,1.1,530.0,244.3,492.2,750.0,0.0,0.0,0.0,14.6,16.2,3.7,35.2,-7.6,17.4
900,1085,05-06-2020 19:00,251.10000000000002,93.9,109.6,153.1,323.1,239.0,143.9,276.5,0.5,530.0,259.3,525.6,750.0,0.0,0.0,0.0,14.2,16.1,3.6,34.4,-7.7,17.2
901,1086,05-06-2020 20:00,251.0,94.4,109.3,153.7,321.7,240.1,143.6,271.6,0.0,530.0,266.3,567.8,750.0,0.0,0.0,0.0,13.5,15.9,3.4,33.6,-7.8,16.9
902,1087,05-06-2020 21:00,251.2,94.2,116.2,153.1,321.4,239.9,147.2,277.9,0.0,530.0,275.3,554.6,756.4,0.0,0.0,0.0,13.7,15.9,3.4,34.0,-8.3,16.8
903,1088,05-06-2020 22:00,251.2,93.9,119.6,153.8,322.8,240.7,149.9,278.4,0.4,530.0,288.5,620.8,848.2,0.0,0.0,0.0,13.4,15.6,3.5,33.5,-8.4,16.6
904,1089,05-06-2020 23:00,251.3,93.8,114.4,153.4,321.4,241.0,148.6,277.4,0.0,530.0,299.6,646.3,773.3,0.0,0.0,0.0,13.1,15.8,3.4,33.4,-8.3,16.4
905,1090,05-07-2020 00:00,251.3,93.9,113.9,153.2,320.9,243.1,151.0,275.2,0.0,530.0,308.5,650.8,832.2,0.0,0.0,0.0,12.9,15.8,3.3,34.6,-8.6,16.5
906,1091,05-07-2020 01:00,251.3,93.6,111.8,154.5,320.2,245.7,151.1,276.0,0.0,530.0,301.8,645.2,771.5,0.0,0.0,0.0,13.1,15.7,3.2,34.4,-9.0,16.3
907,1092,05-07-2020 02:00,251.2,93.6,114.2,154.2,318.4,247.1,151.0,278.4,0.0,530.0,303.7,686.6,785.5,0.0,0.0,0.0,12.8,15.9,3.3,33.8,-8.9,16.2
908,1093,05-07-2020 03:00,251.0,93.5,112.3,153.7,316.6,249.0,151.5,281.0,0.0,530.0,296.2,716.6,776.9,0.0,0.0,0.0,12.6,15.5,3.3,33.5,-8.9,16.2
909,1094,05-07-2020 04:00,251.2,93.5,110.4,152.1,315.4,250.6,150.1,281.3,0.4,530.0,299.9,727.5,972.8,0.0,0.0,0.0,12.5,15.7,3.4,33.8,-9.0,16.4
910,1095,05-07-2020 05:00,251.10000000000002,93.6,110.8,152.7,315.5,249.4,149.7,280.1,0.1,530.0,306.0,744.0,915.5,0.0,0.0,0.0,12.5,15.9,3.3,33.6,-9.0,16.4
911,1096,05-07-2020 06:00,251.2,94.4,124.9,159.7,316.3,249.5,151.7,280.3,0.4,530.0,317.2,757.2,908.6,0.0,0.0,0.0,47.2,19.4,3.3,33.8,-9.2,16.3
912,1097,05-07-2020 07:00,251.10000000000002,94.4,113.7,154.6,326.2,252.8,156.6,285.8,76.2,530.0,329.3,790.7,1111.1,0.2,103.6,8.1,31.7,34.4,6.1,36.5,-6.3,24.4
913,1098,05-07-2020 21:00,189.9,79.4,486.7,879.1,907.0,919.4,904.6,672.3,674.1,530.0,665.0,943.0,823.4,2.6,355.5,185.9,934.6,868.8,764.9,722.1,573.0,415.9
914,1099,05-07-2020 23:00,194.8,80.0,543.1,1066.0,1132.6,1151.8,998.9,925.9,846.5,530.0,664.3,1062.3,1008.4,1.8,509.5,213.5,852.8,833.4,784.7,726.9,643.1,500.5
915,1100,05-08-2020 01:00,188.7,79.4,636.9,1129.3,1340.9,1319.2,1029.5,740.3,718.8,530.0,823.2,999.2,1393.9,2.9,337.1,189.8,881.9,866.5,797.7,635.4,422.9,344.2
916,1101,05-08-2020 03:00,268.8,100.7,674.5,1133.0,1148.8,1149.0,1074.0,981.9,936.7,530.0,932.0,1054.6,1204.0,4.8,335.6,293.9,920.7,847.6,788.2,737.2,639.7,525.0
917,1102,05-08-2020 05:00,273.8,102.0,663.9,1175.1,1199.9,1181.3,1034.5,972.5,929.5,530.0,993.5,1064.3,1350.1,4.9,334.8,299.3,915.0,829.1,753.1,690.8,616.2,520.5
918,1103,05-08-2020 06:00,274.8,102.5,671.6,1163.5,1248.1,1218.6,1054.1,996.6,922.2,530.0,1016.7,1087.8,1289.5,5.0,357.9,335.4,972.1,919.9,838.6,740.6,634.8,493.8
919,1104,05-08-2020 07:00,274.9,102.5,666.3,1190.2,1275.7,1234.4,1052.9,967.2,884.2,530.0,1016.5,1085.4,1243.2,5.0,330.8,297.5,944.5,906.5,847.7,761.0,641.6,488.2
920,1105,05-08-2020 10:00,265.1,99.4,677.5,1199.6,1207.6,1192.4,1044.7,1047.2,912.7,530.0,973.3,1118.2,1204.8,5.0,340.0,312.1,925.0,866.5,826.2,786.9,716.4,545.8
921,1106,05-08-2020 11:00,270.8,100.6,674.9,1197.2,1223.3,1209.6,1048.5,979.5,881.4,530.0,959.6,1118.2,1192.0,5.0,341.0,311.0,922.8,870.1,830.1,765.2,646.3,489.7
922,1107,05-08-2020 12:00,270.4,100.7,671.7,1192.9,1213.0,1199.4,1048.0,1089.8,936.2,530.0,965.3,1136.4,1170.8,5.0,344.2,317.0,934.5,868.4,823.2,780.2,722.6,547.0
923,1108,05-08-2020 13:00,270.5,100.6,674.5,1200.7,1211.2,1200.7,1054.1,1047.9,925.4,530.0,987.5,1143.4,1184.2,5.0,346.9,321.7,908.6,862.0,825.8,779.9,698.7,521.1
924,1109,05-09-2020 15:00,281.3,104.0,650.5,1188.7,1262.6,1225.9,1086.3,970.0,940.2,530.0,1027.9,1097.2,1225.6,4.4,399.2,351.4,936.0,885.4,827.6,770.9,664.7,531.8
925,1110,05-10-2020 16:00,281.0,106.1,650.3,1150.1,1301.3,1224.2,1075.1,931.4,884.3,530.0,1001.7,1083.9,1183.7,4.8,388.4,362.3,908.9,884.6,827.8,772.8,645.1,497.2
926,1111,05-10-2020 20:00,281.2,105.4,649.9,1149.1,1333.7,1214.1,1052.7,925.8,883.7,530.0,989.7,1081.0,1145.3,4.5,380.8,345.1,897.3,893.1,842.4,796.7,683.3,527.9
927,1112,13-05-2020 10:00,283.5,106.5,649.3,1190.7,1300.2,1217.6,1099.2,937.7,894.1,530.0,1023.2,1107.9,1228.1,4.6,372.0,332.9,941.6,906.5,832.5,756.3,641.7,498.1
928,1113,17-05-2020 08:00,211.9,88.7,633.4,1156.1,1293.1,1242.2,1064.3,730.8,730.0,530.0,1033.5,1087.8,1453.2,3.7,365.1,270.7,879.8,855.9,790.0,677.7,447.4,358.9
